Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-30T04:00:00-04:00,120.8,120.81,120.27,120.33,120.33,42131
2024-09-30T04:01:00-04:00,120.25,120.29,119.9,120.05,120.05,47144
2024-09-30T04:02:00-04:00,120.04,120.1,119.77,119.87,119.87,39826
2024-09-30T04:03:00-04:00,119.82,119.89,119.61,119.8,119.8,39616
2024-09-30T04:04:00-04:00,119.83,119.85,119.75,119.78,119.78,18883
2024-09-30T04:05:00-04:00,119.75,119.75,119.57,119.66,119.66,34893
2024-09-30T04:06:00-04:00,119.71,119.85,119.71,119.85,119.85,24215
2024-09-30T04:07:00-04:00,119.85,119.88,119.75,119.76,119.76,11256
2024-09-30T04:08:00-04:00,119.76,119.79,119.69,119.7,119.7,11957
2024-09-30T04:09:00-04:00,119.69,119.73,119.57,119.58,119.58,19357
2024-09-30T04:10:00-04:00,119.59,119.72,119.55,119.66,119.66,12467
2024-09-30T04:11:00-04:00,119.68,119.68,119.57,119.57,119.57,9692
2024-09-30T04:12:00-04:00,119.58,119.65,119.55,119.56,119.56,7639
2024-09-30T04:13:00-04:00,119.59,119.61,119.53,119.54,119.54,8006
2024-09-30T04:14:00-04:00,119.55,119.66,119.48,119.49,119.49,50331
2024-09-30T04:15:00-04:00,119.47,119.5,119.39,119.39,119.39,16531
2024-09-30T04:16:00-04:00,119.38,119.44,119.34,119.35,119.35,13897
2024-09-30T04:17:00-04:00,119.39,119.45,119.35,119.39,119.39,9113
2024-09-30T04:18:00-04:00,119.37,119.4,119.28,119.3,119.3,11078
2024-09-30T04:19:00-04:00,119.31,119.32,119.1,119.2,119.2,31701
2024-09-30T04:20:00-04:00,119.2,119.36,119.15,119.27,119.27,29245
2024-09-30T04:21:00-04:00,119.29,119.36,119.26,119.32,119.32,16725
2024-09-30T04:22:00-04:00,119.32,119.45,119.3,119.45,119.45,14513
2024-09-30T04:23:00-04:00,119.46,119.49,119.35,119.35,119.35,16318
2024-09-30T04:24:00-04:00,119.35,119.39,119.3,119.36,119.36,11449
2024-09-30T04:25:00-04:00,119.38,119.52,119.36,119.51,119.51,19764
2024-09-30T04:26:00-04:00,119.5,119.6,119.5,119.59,119.59,18964
