Datetime,Open,High,Low,Close,Adj Close,Volume
2026-05-18T04:00:00-04:00,262.13,262.67,260.14,262.24,262.24,39983.613719
2026-05-18T04:01:00-04:00,262.02,262.71,261.19,262.68,262.68,68037.140716
2026-05-18T04:02:00-04:00,262.63,262.71,262.63,262.71,262.71,1404.321621
2026-05-18T04:04:00-04:00,262.87,262.88,262.67,262.88,262.88,933.50983
2026-05-18T04:05:00-04:00,262.96,263,262.75,262.75,262.75,1710.564468
2026-05-18T04:06:00-04:00,262.87,262.87,262.68,262.72,262.72,1978.073115
2026-05-18T04:08:00-04:00,262.79,262.79,261.23,261.23,261.23,3377.13
2026-05-18T04:09:00-04:00,262.24,263,261.23,262.63,262.63,4302.001901
2026-05-18T04:14:00-04:00,262.66,262.66,262.6,262.6,262.6,1004.056053
2026-05-18T04:16:00-04:00,262.6,262.6,262.55,262.55,262.55,1103
2026-05-18T04:17:00-04:00,262.41,262.41,262.41,262.41,262.41,327.105545
2026-05-18T04:20:00-04:00,262.55,262.6,262.55,262.6,262.6,1935.011309
2026-05-18T04:23:00-04:00,262.69,262.71,262.69,262.69,262.69,419.259494
2026-05-18T04:27:00-04:00,262.74,263,262.695,263,263,3812.091083
2026-05-18T04:30:00-04:00,262.85,262.85,262.85,262.85,262.85,482.006836
2026-05-18T04:31:00-04:00,262.79,262.79,262.79,262.79,262.79,419.598703
2026-05-18T04:33:00-04:00,262.85,262.85,262.84,262.84,262.84,767
2026-05-18T04:36:00-04:00,262.65,262.65,262.6,262.6,262.6,652.01
2026-05-18T04:41:00-04:00,262.6497,262.6497,262.6497,262.6497,262.6497,1537.002751
2026-05-18T04:45:00-04:00,262.42,262.42,262.42,262.42,262.42,533
2026-05-18T04:51:00-04:00,262.66,262.66,262.66,262.66,262.66,230.055209
2026-05-18T04:53:00-04:00,262.68,262.6897,262.68,262.6897,262.6897,1077.500278
2026-05-18T04:54:00-04:00,262.69,262.69,262.69,262.69,262.69,317
2026-05-18T04:55:00-04:00,262.65,262.65,262.65,262.65,262.65,377
2026-05-18T04:58:00-04:00,262.605,262.73,262.605,262.73,262.73,758.252396
2026-05-18T05:02:00-04:00,262.65,262.65,262.65,262.65,262.65,738
2026-05-18T05:07:00-04:00,262.44,262.44,262.42,262.42,262.42,307
2026-05-18T05:08:00-04:00,262.48,262.48,262.48,262.48,262.48,533.000494
2026-05-18T05:09:00-04:00,262.48,262.48,262.48,262.48,262.48,439
2026-05-18T05:10:00-04:00,262.41,262.41,262.4,262.4,262.4,7879.240648
