Datetime,Open,High,Low,Close,Adj Close,Volume
2024-10-03T07:00:00-04:00,70.8,70.8,70.8,70.8,70.8,6890
2024-10-03T07:47:00-04:00,70.8,70.8,70.8,70.8,70.8,1000
2024-10-03T07:51:00-04:00,70.8,70.8,70.8,70.8,70.8,4000
2024-10-03T07:56:00-04:00,70.85,70.85,70.85,70.85,70.85,8150
2024-10-03T07:59:00-04:00,70.848,70.85,70.848,70.85,70.85,2740
2024-10-03T08:00:00-04:00,70.799,70.799,70.77,70.77,70.77,10620
2024-10-03T08:02:00-04:00,70.831,70.831,70.831,70.831,70.831,3660
2024-10-03T08:11:00-04:00,70.7985,70.7985,70.7985,70.7985,70.7985,2530
2024-10-03T08:23:00-04:00,70.75,70.75,70.725,70.725,70.725,6380
2024-10-03T08:33:00-04:00,70.771,70.771,70.771,70.771,70.771,2910
2024-10-03T08:59:00-04:00,70.65,70.65,70.65,70.65,70.65,11140
2024-10-03T09:10:00-04:00,70.6088,70.6088,70.6088,70.6088,70.6088,1920
2024-10-03T09:21:00-04:00,70.638,70.638,70.637,70.637,70.637,4980
2024-10-03T09:27:00-04:00,70.451,70.451,70.451,70.451,70.451,5350
2024-10-03T09:28:00-04:00,70.371,70.371,70.371,70.371,70.371,8360
2024-10-03T09:29:00-04:00,70.364,70.43,70.364,70.421,70.421,8900
2024-10-03T09:30:00-04:00,70.426,70.583,70.231,70.445,70.445,608900
2024-10-03T09:31:00-04:00,70.48,70.485,70.356,70.465,70.465,63900
2024-10-03T09:32:00-04:00,70.499,70.562,70.285,70.4,70.4,126520
2024-10-03T09:33:00-04:00,70.29,70.358,70.091,70.2803,70.2803,189880
2024-10-03T09:34:00-04:00,70.3305,70.4318,70.25,70.269,70.269,47670
2024-10-03T09:35:00-04:00,70.272,70.272,70.099,70.212,70.212,96630
2024-10-03T09:36:00-04:00,70.1674,70.226,70,70.055,70.055,186250
2024-10-03T09:37:00-04:00,70.089,70.181,70.034,70.083,70.083,161930
2024-10-03T09:38:00-04:00,70.1128,70.2253,70.087,70.209,70.209,110390
2024-10-03T09:39:00-04:00,70.169,70.227,70.1443,70.177,70.177,78510
2024-10-03T09:40:00-04:00,70.127,70.208,70.122,70.157,70.157,90930
2024-10-03T09:41:00-04:00,70.198,70.3629,70.171,70.314,70.314,125740
2024-10-03T09:42:00-04:00,70.314,70.334,70.2,70.2736,70.2736,48730
2024-10-03T09:43:00-04:00,70.251,70.33,70.215,70.3265,70.3265,66620
2024-10-03T09:44:00-04:00,70.3265,70.385,70.298,70.327,70.327,64180
2024-10-03T09:45:00-04:00,70.3,70.325,70.195,70.28,70.28,68780
2024-10-03T09:46:00-04:00,70.3085,70.35,70.306,70.3113,70.3113,41190
2024-10-03T09:47:00-04:00,70.3234,70.348,70.232,70.348,70.348,30180
2024-10-03T09:48:00-04:00,70.2755,70.4025,70.2755,70.372,70.372,48890
2024-10-03T09:49:00-04:00,70.395,70.448,70.372,70.448,70.448,56060
2024-10-03T09:50:00-04:00,70.3943,70.3943,70.266,70.266,70.266,43360
2024-10-03T09:51:00-04:00,70.297,70.297,70.297,70.297,70.297,8550
2024-10-03T09:52:00-04:00,70.3275,70.377,70.285,70.295,70.295,23920
2024-10-03T09:53:00-04:00,70.2965,70.34,70.2791,70.286,70.286,37500
2024-10-03T09:54:00-04:00,70.352,70.378,70.316,70.354,70.354,40010
2024-10-03T09:55:00-04:00,70.356,70.5185,70.344,70.498,70.498,136110
2024-10-03T09:56:00-04:00,70.513,70.525,70.4128,70.4128,70.4128,49900
2024-10-03T09:57:00-04:00,70.44,70.44,70.388,70.437,70.437,31760
2024-10-03T09:58:00-04:00,70.459,70.513,70.4269,70.465,70.465,57790
2024-10-03T09:59:00-04:00,70.465,70.469,70.425,70.467,70.467,31980
2024-10-03T10:00:00-04:00,70.504,70.7184,70.488,70.6135,70.6135,143760
2024-10-03T10:01:00-04:00,70.648,70.759,70.648,70.759,70.759,34980
2024-10-03T10:02:00-04:00,70.759,70.798,70.6891,70.704,70.704,123410
2024-10-03T10:03:00-04:00,70.712,70.716,70.6,70.603,70.603,128410
2024-10-03T10:04:00-04:00,70.538,70.702,70.538,70.702,70.702,28110
2024-10-03T10:05:00-04:00,70.748,70.7769,70.717,70.717,70.717,23410
2024-10-03T10:06:00-04:00,70.7575,70.783,70.742,70.779,70.779,19030
2024-10-03T10:07:00-04:00,70.798,70.8405,70.785,70.807,70.807,63170
2024-10-03T10:08:00-04:00,70.837,70.881,70.784,70.8145,70.8145,48220
2024-10-03T10:09:00-04:00,70.8,70.8411,70.7745,70.7745,70.7745,13080
2024-10-03T10:10:00-04:00,70.823,70.823,70.7943,70.82,70.82,22720
2024-10-03T10:11:00-04:00,70.841,70.841,70.784,70.784,70.784,32050
