policy,dim,slice,n,mean_r,median_r,win_rate,worst,max_consec_losers,sd,ci_lo,ci_hi,trading_days,trades_per_year,ann_dollars,thin,retired
flat_1r,symbol|quarter,NFLX|2025-Q3,3,0.250000,1.000000,0.666667,-1.250000,1,1.060660,-0.950250,1.450250,3,252.000,63000.00,1,0
flat_1r,symbol|quarter,NFLX|2025-Q4,2,-0.024324,-0.024324,0.500000,-1.048649,1,1.024324,-1.443965,1.395317,2,252.000,-6129.73,1,0
flat_1r,symbol|quarter,NFLX|2026-Q1,6,-0.370055,-1.027444,0.333333,-1.102941,2,0.969108,-1.145503,0.405393,6,252.000,-93253.79,1,0
flat_1r,symbol|quarter,NFLX|2026-Q2,6,-0.101150,-0.053449,0.500000,-1.250000,2,1.102182,-0.983079,0.780780,6,252.000,-25489.73,1,0
flat_1r,symbol|quarter,NFLX|2026-Q3,2,-0.125000,-0.125000,0.500000,-1.250000,1,1.125000,-1.684170,1.434170,2,252.000,-31500.00,1,0
flat_1r,symbol|quarter,NVDA|2025-Q3,4,-1.116508,-1.089492,0.000000,-1.250000,4,0.081196,-1.196081,-1.036936,3,336.000,-375146.85,1,0
flat_1r,symbol|quarter,NVDA|2025-Q4,8,0.437500,1.000000,0.750000,-1.250000,1,0.974279,-0.237641,1.112641,6,336.000,147000.00,1,0
flat_1r,symbol|quarter,NVDA|2026-Q1,9,-0.478721,-1.216956,0.333333,-1.250000,3,1.046329,-1.162322,0.204881,9,252.000,-120637.58,1,0
flat_1r,symbol|quarter,NVDA|2026-Q2,6,0.250000,1.000000,0.666667,-1.250000,1,1.060660,-0.598705,1.098705,6,252.000,63000.00,1,0
flat_1r,symbol|quarter,NVDA|2026-Q3,12,0.250000,1.000000,0.666667,-1.250000,2,1.060660,-0.350125,0.850125,10,302.400,75600.00,1,0
flat_1r,symbol|quarter,ORCL|2025-Q3,11,-0.387955,-1.021234,0.363636,-1.250000,3,1.052724,-1.010075,0.234165,7,396.000,-153630.10,1,0
flat_1r,symbol|quarter,ORCL|2025-Q4,13,0.491055,1.000000,0.769231,-1.250000,1,0.929695,-0.014332,0.996443,11,297.818,146245.24,1,0
flat_1r,symbol|quarter,ORCL|2026-Q1,11,-1.007762,-1.250000,0.090909,-1.250000,8,0.637949,-1.384766,-0.630758,9,308.000,-310390.80,1,0
flat_1r,symbol|quarter,ORCL|2026-Q2,21,-0.278302,-1.250000,0.428571,-1.250000,6,1.107520,-0.751996,0.195392,17,311.294,-86633.87,0,0
flat_1r,symbol|quarter,ORCL|2026-Q3,3,0.250000,1.000000,0.666667,-1.250000,1,1.060660,-0.950250,1.450250,2,378.000,94500.00,1,0
flat_1r,symbol|quarter,PLTR|2025-Q3,1,1.000000,1.000000,1.000000,1.000000,0,0.000000,1.000000,1.000000,1,252.000,252000.00,1,0
flat_1r,symbol|quarter,PLTR|2025-Q4,13,0.307692,1.000000,0.692308,-1.250000,3,1.038462,-0.256822,0.872206,11,297.818,91636.36,1,0
flat_1r,symbol|quarter,PLTR|2026-Q1,18,-0.219159,-1.045238,0.444444,-1.250000,3,1.092238,-0.723748,0.285429,17,266.824,-58476.86,1,0
flat_1r,symbol|quarter,PLTR|2026-Q2,19,-0.050678,1.000000,0.526316,-1.250000,3,1.108009,-0.548900,0.447544,18,266.000,-13480.37,1,0
flat_1r,symbol|quarter,PLTR|2026-Q3,10,0.337501,1.000000,0.700000,-1.250000,2,1.012499,-0.290052,0.965054,10,252.000,85050.20,1,0
flat_1r,symbol|quarter,QQQ|2025-Q3,1,-1.069150,-1.069150,0.000000,-1.069150,1,0.000000,-1.069150,-1.069150,1,252.000,-269425.76,1,0
flat_1r,symbol|quarter,QQQ|2025-Q4,3,1.000000,1.000000,1.000000,1.000000,0,0.000000,1.000000,1.000000,3,252.000,252000.00,1,0
flat_1r,symbol|quarter,QQQ|2026-Q1,2,1.000000,1.000000,1.000000,1.000000,0,0.000000,1.000000,1.000000,2,252.000,252000.00,1,0
flat_1r,symbol|quarter,QQQ|2026-Q2,3,-0.464286,-1.142857,0.333333,-1.250000,1,1.036330,-1.637003,0.708432,3,252.000,-117000.00,1,0
flat_1r,symbol|quarter,SOFI|2025-Q4,1,1.000000,1.000000,1.000000,1.000000,0,0.000000,1.000000,1.000000,1,252.000,252000.00,1,0
flat_1r,symbol|quarter,SOFI|2026-Q1,1,1.000000,1.000000,1.000000,1.000000,0,0.000000,1.000000,1.000000,1,252.000,252000.00,1,0
flat_1r,symbol|quarter,SOFI|2026-Q2,1,-1.217391,-1.217391,0.000000,-1.217391,1,0.000000,-1.217391,-1.217391,1,252.000,-306782.61,1,0
flat_1r,symbol|quarter,SOFI|2026-Q3,1,-1.068966,-1.068966,0.000000,-1.068966,1,0.000000,-1.068966,-1.068966,1,252.000,-269379.31,1,0
flat_1r,symbol|quarter,TSLA|2025-Q3,5,-0.345418,-1.227090,0.400000,-1.250000,3,1.098561,-1.308349,0.617513,4,315.000,-108806.66,1,0
flat_1r,symbol|quarter,TSLA|2025-Q4,29,0.075065,1.000000,0.586207,-1.250000,6,1.101093,-0.325692,0.475822,23,317.739,23851.04,0,0
flat_1r,symbol|quarter,TSLA|2026-Q1,12,-0.302135,-1.187807,0.416667,-1.250000,4,1.100726,-0.924929,0.320660,12,252.000,-76137.91,1,0
flat_1r,symbol|quarter,TSLA|2026-Q2,15,-0.037372,1.000000,0.533333,-1.250000,3,1.109606,-0.598910,0.524166,13,290.769,-10866.67,1,0
flat_1r,symbol|quarter,TSLA|2026-Q3,10,-0.087311,-0.022599,0.500000,-1.250000,5,1.088874,-0.762202,0.587580,9,280.000,-24447.10,1,0
flat_1r,symbol|quarter,TSM|2025-Q3,3,0.250000,1.000000,0.666667,-1.250000,1,1.060660,-0.950250,1.450250,3,252.000,63000.00,1,0
flat_1r,symbol|quarter,TSM|2025-Q4,11,-0.625598,-1.250000,0.272727,-1.250000,5,0.996032,-1.214215,-0.036981,10,277.200,-173415.79,1,0
flat_1r,symbol|quarter,TSM|2026-Q1,10,0.146046,1.000000,0.600000,-1.250000,3,1.048412,-0.503766,0.795858,8,315.000,46004.42,1,0
flat_1r,symbol|quarter,TSM|2026-Q2,11,-0.109664,-0.202086,0.454545,-1.250000,3,1.050576,-0.730514,0.511187,11,252.000,-27635.26,1,0
flat_1r,symbol|quarter,TSM|2026-Q3,7,-0.446686,-1.104938,0.285714,-1.250000,4,0.969948,-1.165234,0.271862,7,252.000,-112564.94,1,0
flat_1r,symbol|quarter,UBER|2025-Q3,1,1.000000,1.000000,1.000000,1.000000,0,0.000000,1.000000,1.000000,1,252.000,252000.00,1,0
flat_1r,symbol|quarter,UBER|2025-Q4,7,-0.257519,-1.052632,0.428571,-1.250000,3,1.090958,-1.065712,0.550674,7,252.000,-64894.74,1,0
flat_1r,symbol|quarter,UBER|2026-Q1,12,0.448333,1.000000,0.750000,-1.250000,2,0.956006,-0.092578,0.989245,12,252.000,112980.00,1,0
flat_1r,symbol|quarter,UBER|2026-Q2,5,1.000000,1.000000,1.000000,1.000000,0,0.000000,1.000000,1.000000,5,252.000,252000.00,1,0
flat_1r,symbol|quarter,UBER|2026-Q3,1,-1.034884,-1.034884,0.000000,-1.034884,1,0.000000,-1.034884,-1.034884,1,252.000,-260790.70,1,0
flat_1r,symbol|setup,AAPL|break_and_retest,14,0.347093,1.000000,0.714286,-1.250000,2,0.983546,-0.168120,0.862306,14,252.000,87467.42,1,0
flat_1r,symbol|setup,AAPL|one_candle_rule,5,0.550000,1.000000,0.800000,-1.250000,1,0.900000,-0.238885,1.338885,4,315.000,173250.00,1,0
flat_1r,symbol|setup,AMD|break_and_retest,56,0.084410,1.000000,0.589286,-1.250000,5,1.097561,-0.203059,0.371879,44,320.727,27072.56,0,0
flat_1r,symbol|setup,AMD|one_candle_rule,8,-0.406250,-1.250000,0.375000,-1.250000,3,1.089277,-1.161080,0.348580,7,288.000,-117000.00,1,0
flat_1r,symbol|setup,AMZN|break_and_retest,18,0.625000,1.000000,0.833333,-1.250000,2,0.838525,0.237621,1.012379,18,252.000,157500.00,1,0
flat_1r,symbol|setup,AMZN|one_candle_rule,2,-0.125000,-0.125000,0.500000,-1.250000,1,1.125000,-1.684170,1.434170,2,252.000,-31500.00,1,0
flat_1r,symbol|setup,AVGO|break_and_retest,40,0.279726,1.000000,0.675000,-1.250000,2,1.038647,-0.042154,0.601606,37,272.432,76206.47,0,0
flat_1r,symbol|setup,AVGO|one_candle_rule,6,-0.125000,-0.125000,0.500000,-1.250000,2,1.125000,-1.025187,0.775187,6,252.000,-31500.00,1,0
flat_1r,symbol|setup,BABA|break_and_retest,9,-0.500000,-1.250000,0.333333,-1.250000,4,1.060660,-1.192965,0.192965,9,252.000,-126000.00,1,0
flat_1r,symbol|setup,COIN|break_and_retest,71,-0.095717,1.000000,0.507042,-1.250000,8,1.112195,-0.354423,0.162990,65,275.262,-26347.11,0,0
flat_1r,symbol|setup,COIN|one_candle_rule,5,0.550000,1.000000,0.800000,-1.250000,1,0.900000,-0.238885,1.338885,5,252.000,138600.00,1,0
flat_1r,symbol|setup,CRM|break_and_retest,34,-0.036161,1.000000,0.529412,-1.250000,3,1.100478,-0.406073,0.333751,31,276.387,-9994.37,0,0
flat_1r,symbol|setup,CRM|one_candle_rule,3,-0.457115,-1.125192,0.333333,-1.246154,2,1.031519,-1.624389,0.710158,3,252.000,-115193.08,1,0
flat_1r,symbol|setup,GOOGL|break_and_retest,17,-0.175751,-1.130719,0.470588,-1.250000,3,1.108960,-0.702917,0.351415,17,252.000,-44289.26,1,0
flat_1r,symbol|setup,GOOGL|one_candle_rule,3,-0.493827,-1.231481,0.333333,-1.250000,1,1.056322,-1.689168,0.701514,3,252.000,-124444.44,1,0
flat_1r,symbol|setup,HOOD|break_and_retest,49,-0.089703,1.000000,0.510204,-1.250000,5,1.112951,-0.401329,0.221924,46,268.435,-24079.30,0,0
flat_1r,symbol|setup,INTC|break_and_retest,28,0.116071,1.000000,0.607143,-1.250000,3,1.098867,-0.290955,0.523098,28,252.000,29250.00,0,0
flat_1r,symbol|setup,IREN|break_and_retest,66,-0.084995,1.000000,0.515152,-1.250000,5,1.118775,-0.354909,0.184920,63,264.000,-22438.56,0,0
flat_1r,symbol|setup,MARA|break_and_retest,1,-1.250000,-1.250000,0.000000,-1.250000,1,0.000000,-1.250000,-1.250000,1,252.000,-315000.00,1,0
flat_1r,symbol|setup,META|break_and_retest,24,-0.002463,1.000000,0.541667,-1.250000,3,1.091485,-0.439148,0.434222,22,274.909,-677.06,0,0
flat_1r,symbol|setup,META|one_candle_rule,14,0.361029,1.000000,0.714286,-1.250000,2,1.010334,-0.168217,0.890274,13,271.385,97977.64,1,0
flat_1r,symbol|setup,MSFT|break_and_retest,16,0.032910,1.000000,0.562500,-1.250000,5,1.097714,-0.504970,0.570790,15,268.800,8846.30,1,0
flat_1r,symbol|setup,MSFT|one_candle_rule,13,-0.211538,-1.250000,0.461538,-1.250000,3,1.121667,-0.821283,0.398206,12,273.000,-57750.00,1,0
flat_1r,symbol|setup,MSFT|reentry_84_rule,1,-1.250000,-1.250000,0.000000,-1.250000,1,0.000000,-1.250000,-1.250000,1,252.000,-315000.00,1,0
flat_1r,symbol|setup,MU|break_and_retest,68,-0.012277,1.000000,0.544118,-1.250000,5,1.106969,-0.275387,0.250832,61,280.918,-3448.94,0,0
flat_1r,symbol|setup,MU|one_candle_rule,4,-0.125000,-0.125000,0.500000,-1.250000,2,1.125000,-1.227500,0.977500,4,252.000,-31500.00,1,0
flat_1r,symbol|setup,NFLX|break_and_retest,19,-0.125046,-1.026316,0.473684,-1.250000,4,1.069542,-0.605971,0.355878,19,252.000,-31511.61,1,0
flat_1r,symbol|setup,NVDA|break_and_retest,34,-0.103662,-0.018525,0.500000,-1.250000,5,1.104811,-0.475031,0.267706,31,276.387,-28650.93,0,0
flat_1r,symbol|setup,NVDA|one_candle_rule,5,0.550000,1.000000,0.800000,-1.250000,1,0.900000,-0.238885,1.338885,5,252.000,138600.00,1,0
flat_1r,symbol|setup,ORCL|break_and_retest,54,-0.188838,-1.049225,0.462963,-1.250000,9,1.105154,-0.483607,0.105932,44,309.273,-58402.36,0,0
flat_1r,symbol|setup,ORCL|one_candle_rule,5,-0.773256,-1.250000,0.200000,-1.250000,3,0.888139,-1.551744,0.005233,5,252.000,-194860.47,1,0
flat_1r,symbol|setup,PLTR|break_and_retest,57,0.067698,1.000000,0.578947,-1.250000,3,1.094058,-0.216329,0.351724,53,271.019,18347.34,0,0
flat_1r,symbol|setup,PLTR|one_candle_rule,4,-0.097877,-0.070755,0.500000,-1.250000,2,1.098547,-1.174454,0.978699,4,252.000,-24665.09,1,0
flat_1r,symbol|setup,QQQ|break_and_retest,4,0.464286,1.000000,0.750000,-1.142857,1,0.927884,-0.445041,1.373612,4,252.000,117000.00,1,0
flat_1r,symbol|setup,QQQ|one_candle_rule,5,0.136170,1.000000,0.600000,-1.250000,1,1.059516,-0.792537,1.064877,5,252.000,34314.85,1,0
flat_1r,symbol|setup,SOFI|break_and_retest,4,-0.071589,-0.034483,0.500000,-1.217391,2,1.072873,-1.123005,0.979827,4,252.000,-18040.48,1,0
flat_1r,symbol|setup,TSLA|break_and_retest,55,-0.055061,1.000000,0.527273,-1.250000,5,1.114609,-0.349637,0.239515,50,277.200,-15262.97,0,0
flat_1r,symbol|setup,TSLA|one_candle_rule,15,-0.172077,-1.045198,0.466667,-1.250000,2,1.097582,-0.727530,0.383377,15,252.000,-43363.30,1,0
flat_1r,symbol|setup,TSLA|reentry_84_rule,1,1.000000,1.000000,1.000000,1.000000,0,0.000000,1.000000,1.000000,1,252.000,252000.00,1,0
flat_1r,symbol|setup,TSM|break_and_retest,37,-0.263280,-1.082340,0.405405,-1.250000,7,1.066539,-0.606942,0.080383,36,259.000,-68189.45,0,0
flat_1r,symbol|setup,TSM|one_candle_rule,5,0.147425,1.000000,0.600000,-1.250000,1,1.046876,-0.770202,1.065052,5,252.000,37151.07,1,0
flat_1r,symbol|setup,UBER|break_and_retest,26,0.328557,1.000000,0.692308,-1.250000,3,1.008411,-0.059064,0.716178,26,252.000,82796.39,0,0
flat_1r,symbol|grade,AAPL|B,11,0.578118,1.000000,0.818182,-1.250000,1,0.821765,0.092486,1.063751,11,252.000,145685.81,1,0
flat_1r,symbol|grade,AAPL|C,8,0.156250,1.000000,0.625000,-1.250000,2,1.089277,-0.598580,0.911080,8,252.000,39375.00,1,0
flat_1r,symbol|grade,AMD|A+,2,-1.250000,-1.250000,0.000000,-1.250000,2,0.000000,-1.250000,-1.250000,1,504.000,-630000.00,1,0
flat_1r,symbol|grade,AMD|B,36,0.250000,1.000000,0.666667,-1.250000,5,1.060660,-0.096482,0.596482,35,259.200,64800.00,0,0
flat_1r,symbol|grade,AMD|C,26,-0.193194,-1.011523,0.461538,-1.250000,4,1.106379,-0.618472,0.232084,24,273.000,-52741.98,0,0
flat_1r,symbol|grade,AMZN|B,14,0.678571,1.000000,0.857143,-1.250000,1,0.787336,0.266140,1.091003,14,252.000,171000.00,1,0
flat_1r,symbol|grade,AMZN|C,6,0.250000,1.000000,0.666667,-1.250000,1,1.060660,-0.598705,1.098705,6,252.000,63000.00,1,0
flat_1r,symbol|grade,AVGO|B,25,0.556159,1.000000,0.800000,-1.250000,2,0.888109,0.208020,0.904298,25,252.000,140152.06,0,0
flat_1r,symbol|grade,AVGO|C,21,-0.164997,-1.074930,0.476190,-1.250000,3,1.111538,-0.640409,0.310416,20,264.600,-43658.11,0,0
flat_1r,symbol|grade,BABA|B,9,-0.500000,-1.250000,0.333333,-1.250000,4,1.060660,-1.192965,0.192965,9,252.000,-126000.00,1,0
flat_1r,symbol|grade,COIN|B,54,0.013224,1.000000,0.555556,-1.250000,9,1.104044,-0.281249,0.307697,53,256.755,3395.43,0,0
flat_1r,symbol|grade,COIN|C,22,-0.216364,-1.130000,0.454545,-1.250000,4,1.111463,-0.680815,0.248087,20,277.200,-59976.00,0,0
flat_1r,symbol|grade,CRM|A,1,1.000000,1.000000,1.000000,1.000000,0,0.000000,1.000000,1.000000,1,252.000,252000.00,1,0
flat_1r,symbol|grade,CRM|B,21,0.151374,1.000000,0.619048,-1.250000,3,1.082406,-0.311579,0.614327,21,252.000,38146.27,0,0
flat_1r,symbol|grade,CRM|C,15,-0.451978,-1.100000,0.333333,-1.250000,3,1.029242,-0.972846,0.068890,15,252.000,-113898.43,1,0
flat_1r,symbol|grade,GOOGL|B,12,-0.113186,-0.065359,0.500000,-1.250000,3,1.113607,-0.743268,0.516896,12,252.000,-28522.88,1,0
flat_1r,symbol|grade,GOOGL|C,8,-0.388877,-1.180508,0.375000,-1.250000,3,1.076200,-1.134646,0.356892,8,252.000,-97997.03,1,0
flat_1r,symbol|grade,HOOD|B,43,-0.084777,1.000000,0.511628,-1.250000,4,1.111171,-0.416903,0.247348,43,252.000,-21363.90,0,0
flat_1r,symbol|grade,HOOD|C,6,-0.125000,-0.125000,0.500000,-1.250000,3,1.125000,-1.025187,0.775187,5,302.400,-37800.00,1,0
flat_1r,symbol|grade,INTC|B,26,0.134615,1.000000,0.615385,-1.250000,2,1.094635,-0.286149,0.555379,26,252.000,33923.08,0,0
flat_1r,symbol|grade,INTC|C,2,-0.125000,-0.125000,0.500000,-1.250000,1,1.125000,-1.684170,1.434170,2,252.000,-31500.00,1,0
flat_1r,symbol|grade,IREN|B,55,-0.016430,1.000000,0.545455,-1.250000,3,1.113895,-0.310817,0.277958,55,252.000,-4140.24,0,0
flat_1r,symbol|grade,IREN|C,11,-0.427820,-1.250000,0.363636,-1.250000,3,1.079400,-1.065704,0.210065,11,252.000,-107810.54,1,0
flat_1r,symbol|grade,MARA|B,1,-1.250000,-1.250000,0.000000,-1.250000,1,0.000000,-1.250000,-1.250000,1,252.000,-315000.00,1,0
flat_1r,symbol|grade,META|A+,1,-1.250000,-1.250000,0.000000,-1.250000,1,0.000000,-1.250000,-1.250000,1,252.000,-315000.00,1,0
flat_1r,symbol|grade,META|B,23,0.236560,1.000000,0.652174,-1.250000,2,1.046323,-0.191059,0.664180,22,263.455,62322.94,0,0
flat_1r,symbol|grade,META|C,14,0.057457,1.000000,0.571429,-1.250000,2,1.089951,-0.513494,0.628409,13,271.385,15593.02,1,0
flat_1r,symbol|grade,MSFT|A,2,-1.250000,-1.250000,0.000000,-1.250000,2,0.000000,-1.250000,-1.250000,1,504.000,-630000.00,1,0
flat_1r,symbol|grade,MSFT|B,19,-0.065789,1.000000,0.526316,-1.250000,3,1.123441,-0.570950,0.439371,19,252.000,-16578.95,1,0
flat_1r,symbol|grade,MSFT|C,9,0.030729,1.000000,0.555556,-1.250000,2,1.085304,-0.678336,0.739795,9,252.000,7743.83,1,0
flat_1r,symbol|grade,MU|B,47,0.289309,1.000000,0.680851,-1.250000,4,1.038531,-0.007602,0.586220,47,252.000,72905.85,0,0
flat_1r,symbol|grade,MU|C,25,-0.597295,-1.250000,0.280000,-1.250000,4,0.998328,-0.988640,-0.205951,23,273.913,-163606.95,0,0
flat_1r,symbol|grade,NFLX|B,19,-0.125046,-1.026316,0.473684,-1.250000,4,1.069542,-0.605971,0.355878,19,252.000,-31511.61,1,0
flat_1r,symbol|grade,NVDA|A,1,-1.250000,-1.250000,0.000000,-1.250000,1,0.000000,-1.250000,-1.250000,1,252.000,-315000.00,1,0
flat_1r,symbol|grade,NVDA|B,24,0.172366,1.000000,0.625000,-1.250000,4,1.069439,-0.255499,0.600230,24,252.000,43436.16,0,0
flat_1r,symbol|grade,NVDA|C,14,-0.261521,-1.093023,0.428571,-1.250000,2,1.093706,-0.834440,0.311397,14,252.000,-65903.34,1,0
flat_1r,symbol|grade,ORCL|B,38,-0.103414,0.000000,0.500000,-1.250000,7,1.104738,-0.454670,0.247842,38,252.000,-26060.34,0,0
flat_1r,symbol|grade,ORCL|C,21,-0.482561,-1.250000,0.333333,-1.250000,4,1.049706,-0.931528,-0.033595,17,311.294,-150218.41,0,0
flat_1r,symbol|grade,PLTR|B,49,0.004727,1.000000,0.551020,-1.250000,4,1.103430,-0.304233,0.313688,48,257.250,1216.14,0,0
flat_1r,symbol|grade,PLTR|C,12,0.269634,1.000000,0.666667,-1.250000,2,1.033593,-0.315176,0.854445,12,252.000,67947.83,1,0
flat_1r,symbol|grade,QQQ|B,6,0.267857,1.000000,0.666667,-1.250000,1,1.035868,-0.561010,1.096724,6,252.000,67500.00,1,0
flat_1r,symbol|grade,QQQ|C,3,0.310283,1.000000,0.666667,-1.069150,1,0.975407,-0.793493,1.414060,3,252.000,78191.41,1,0
flat_1r,symbol|grade,SOFI|B,4,-0.071589,-0.034483,0.500000,-1.217391,2,1.072873,-1.123005,0.979827,4,252.000,-18040.48,1,0
flat_1r,symbol|grade,TSLA|A,3,0.250000,1.000000,0.666667,-1.250000,1,1.060660,-0.950250,1.450250,2,378.000,94500.00,1,0
flat_1r,symbol|grade,TSLA|B,34,0.215824,1.000000,0.647059,-1.250000,3,1.062118,-0.141193,0.572842,34,252.000,54387.74,0,0
flat_1r,symbol|grade,TSLA|C,34,-0.373457,-1.215329,0.382353,-1.250000,5,1.081490,-0.736986,-0.009928,34,252.000,-94111.21,0,0
flat_1r,symbol|grade,TSM|B,26,0.186514,1.000000,0.615385,-1.250000,3,1.046996,-0.215938,0.588966,25,262.080,48881.67,0,0
flat_1r,symbol|grade,TSM|C,16,-0.865850,-1.250000,0.125000,-1.250000,7,0.743304,-1.230069,-0.501631,15,268.800,-232740.45,1,0
flat_1r,symbol|grade,UBER|B,26,0.328557,1.000000,0.692308,-1.250000,3,1.008411,-0.059064,0.716178,26,252.000,82796.39,0,0
flat_1r,symbol|alert_only,AAPL|actioned,11,0.578118,1.000000,0.818182,-1.250000,1,0.821765,0.092486,1.063751,11,252.000,145685.81,1,0
flat_1r,symbol|alert_only,AAPL|alert_only,8,0.156250,1.000000,0.625000,-1.250000,2,1.089277,-0.598580,0.911080,8,252.000,39375.00,1,0
flat_1r,symbol|alert_only,AMD|actioned,38,0.171053,1.000000,0.631579,-1.250000,5,1.085347,-0.174038,0.516143,35,273.600,46800.00,0,0
flat_1r,symbol|alert_only,AMD|alert_only,26,-0.193194,-1.011523,0.461538,-1.250000,4,1.106379,-0.618472,0.232084,24,273.000,-52741.98,0,0
flat_1r,symbol|alert_only,AMZN|actioned,14,0.678571,1.000000,0.857143,-1.250000,1,0.787336,0.266140,1.091003,14,252.000,171000.00,1,0
flat_1r,symbol|alert_only,AMZN|alert_only,6,0.250000,1.000000,0.666667,-1.250000,1,1.060660,-0.598705,1.098705,6,252.000,63000.00,1,0
flat_1r,symbol|alert_only,AVGO|actioned,25,0.556159,1.000000,0.800000,-1.250000,2,0.888109,0.208020,0.904298,25,252.000,140152.06,0,0
flat_1r,symbol|alert_only,AVGO|alert_only,21,-0.164997,-1.074930,0.476190,-1.250000,3,1.111538,-0.640409,0.310416,20,264.600,-43658.11,0,0
flat_1r,symbol|alert_only,BABA|actioned,9,-0.500000,-1.250000,0.333333,-1.250000,4,1.060660,-1.192965,0.192965,9,252.000,-126000.00,1,0
flat_1r,symbol|alert_only,COIN|actioned,54,0.013224,1.000000,0.555556,-1.250000,9,1.104044,-0.281249,0.307697,53,256.755,3395.43,0,0
flat_1r,symbol|alert_only,COIN|alert_only,22,-0.216364,-1.130000,0.454545,-1.250000,4,1.111463,-0.680815,0.248087,20,277.200,-59976.00,0,0
flat_1r,symbol|alert_only,CRM|actioned,22,0.189948,1.000000,0.636364,-1.250000,3,1.072192,-0.258092,0.637988,22,252.000,47866.90,0,0
flat_1r,symbol|alert_only,CRM|alert_only,15,-0.451978,-1.100000,0.333333,-1.250000,3,1.029242,-0.972846,0.068890,15,252.000,-113898.43,1,0
flat_1r,symbol|alert_only,GOOGL|actioned,12,-0.113186,-0.065359,0.500000,-1.250000,3,1.113607,-0.743268,0.516896,12,252.000,-28522.88,1,0
flat_1r,symbol|alert_only,GOOGL|alert_only,8,-0.388877,-1.180508,0.375000,-1.250000,3,1.076200,-1.134646,0.356892,8,252.000,-97997.03,1,0
flat_1r,symbol|alert_only,HOOD|actioned,43,-0.084777,1.000000,0.511628,-1.250000,4,1.111171,-0.416903,0.247348,43,252.000,-21363.90,0,0
flat_1r,symbol|alert_only,HOOD|alert_only,6,-0.125000,-0.125000,0.500000,-1.250000,3,1.125000,-1.025187,0.775187,5,302.400,-37800.00,1,0
flat_1r,symbol|alert_only,INTC|actioned,26,0.134615,1.000000,0.615385,-1.250000,2,1.094635,-0.286149,0.555379,26,252.000,33923.08,0,0
flat_1r,symbol|alert_only,INTC|alert_only,2,-0.125000,-0.125000,0.500000,-1.250000,1,1.125000,-1.684170,1.434170,2,252.000,-31500.00,1,0
flat_1r,symbol|alert_only,IREN|actioned,55,-0.016430,1.000000,0.545455,-1.250000,3,1.113895,-0.310817,0.277958,55,252.000,-4140.24,0,0
flat_1r,symbol|alert_only,IREN|alert_only,11,-0.427820,-1.250000,0.363636,-1.250000,3,1.079400,-1.065704,0.210065,11,252.000,-107810.54,1,0
flat_1r,symbol|alert_only,MARA|actioned,1,-1.250000,-1.250000,0.000000,-1.250000,1,0.000000,-1.250000,-1.250000,1,252.000,-315000.00,1,0
flat_1r,symbol|alert_only,META|actioned,24,0.174620,1.000000,0.625000,-1.250000,2,1.066497,-0.252067,0.601308,23,262.957,45917.59,0,0
flat_1r,symbol|alert_only,META|alert_only,14,0.057457,1.000000,0.571429,-1.250000,2,1.089951,-0.513494,0.628409,13,271.385,15593.02,1,0
flat_1r,symbol|alert_only,MSFT|actioned,21,-0.178571,-1.250000,0.476190,-1.250000,4,1.123724,-0.659196,0.302053,20,264.600,-47250.00,0,0
flat_1r,symbol|alert_only,MSFT|alert_only,9,0.030729,1.000000,0.555556,-1.250000,2,1.085304,-0.678336,0.739795,9,252.000,7743.83,1,0
flat_1r,symbol|alert_only,MU|actioned,47,0.289309,1.000000,0.680851,-1.250000,4,1.038531,-0.007602,0.586220,47,252.000,72905.85,0,0
flat_1r,symbol|alert_only,MU|alert_only,25,-0.597295,-1.250000,0.280000,-1.250000,4,0.998328,-0.988640,-0.205951,23,273.913,-163606.95,0,0
flat_1r,symbol|alert_only,NFLX|actioned,19,-0.125046,-1.026316,0.473684,-1.250000,4,1.069542,-0.605971,0.355878,19,252.000,-31511.61,1,0
flat_1r,symbol|alert_only,NVDA|actioned,25,0.115471,1.000000,0.600000,-1.250000,4,1.084269,-0.309562,0.540505,25,252.000,29098.72,0,0
flat_1r,symbol|alert_only,NVDA|alert_only,14,-0.261521,-1.093023,0.428571,-1.250000,2,1.093706,-0.834440,0.311397,14,252.000,-65903.34,1,0
flat_1r,symbol|alert_only,ORCL|actioned,38,-0.103414,0.000000,0.500000,-1.250000,7,1.104738,-0.454670,0.247842,38,252.000,-26060.34,0,0
flat_1r,symbol|alert_only,ORCL|alert_only,21,-0.482561,-1.250000,0.333333,-1.250000,4,1.049706,-0.931528,-0.033595,17,311.294,-150218.41,0,0
flat_1r,symbol|alert_only,PLTR|actioned,49,0.004727,1.000000,0.551020,-1.250000,4,1.103430,-0.304233,0.313688,48,257.250,1216.14,0,0
flat_1r,symbol|alert_only,PLTR|alert_only,12,0.269634,1.000000,0.666667,-1.250000,2,1.033593,-0.315176,0.854445,12,252.000,67947.83,1,0
flat_1r,symbol|alert_only,QQQ|actioned,6,0.267857,1.000000,0.666667,-1.250000,1,1.035868,-0.561010,1.096724,6,252.000,67500.00,1,0
flat_1r,symbol|alert_only,QQQ|alert_only,3,0.310283,1.000000,0.666667,-1.069150,1,0.975407,-0.793493,1.414060,3,252.000,78191.41,1,0
flat_1r,symbol|alert_only,SOFI|actioned,4,-0.071589,-0.034483,0.500000,-1.217391,2,1.072873,-1.123005,0.979827,4,252.000,-18040.48,1,0
