sym,day,entry_i,side,sgrade,book_r,clock_st_100_trail,clock_st_30_70,clock_st_30_70_be,clock_st_50_50,clock_st_50_50_be,clock_st_70_30,clock_st_70_30_be,clock_st_50_25x4r_25,clock_st_50_25x4r_25_be,clock_st_50_20x4r_20x5r,clock_st_50_20x4r_20x5r_be,clock_st_30_30x4r_30x5r,clock_st_30_30x4r_30x5r_be,clock_st_100_trail_be,clock_oracle_stopped,clock_oracle_best_close,clock_oracle_MFE,noclock_st_100_trail,noclock_st_30_70,noclock_st_30_70_be,noclock_st_50_50,noclock_st_50_50_be,noclock_st_70_30,noclock_st_70_30_be,noclock_st_50_25x4r_25,noclock_st_50_25x4r_25_be,noclock_st_50_20x4r_20x5r,noclock_st_50_20x4r_20x5r_be,noclock_st_30_30x4r_30x5r,noclock_st_30_30x4r_30x5r_be,noclock_st_100_trail_be,noclock_oracle_stopped,noclock_oracle_best_close,noclock_oracle_MFE
INTC,2025-02-18,7,L,S,0.602,-1.087,-0.338,0.041,0.161,0.432,0.660,0.823,0.161,0.432,0.161,0.432,-0.338,0.041,-0.545,1.955,3.732,3.773,-1.087,-0.338,0.041,0.161,0.432,0.660,0.823,0.161,0.432,0.161,0.432,-0.338,0.041,-0.545,1.955,9.545,9.727
INTC,2025-03-18,57,L,C,0.674,0.500,0.895,0.895,1.159,1.159,1.423,1.423,1.159,1.159,1.159,1.159,0.895,0.895,-0.167,2.136,2.136,2.455,0.500,0.895,0.895,1.159,1.159,1.423,1.423,1.159,1.159,1.159,1.159,0.895,0.895,-0.167,2.136,2.136,2.455
INTC,2025-04-23,61,L,S,-1.000,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.035,0.273,0.273,0.409,-0.227,-1.045,-1.045,-1.045,-1.045,-1.045,-1.045,-1.045,-1.045,-1.045,-1.045,-1.045,-1.045,-0.035,0.273,0.273,0.409
INTC,2025-09-26,23,L,C,-1.000,0.308,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,0.308,1.962,1.962,2.923,0.308,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,-1.192,0.308,1.962,8.731,9.077
INTC,2025-11-03,20,S,C,1.153,4.850,3.717,3.717,2.962,2.962,2.207,2.207,2.750,2.750,2.822,2.822,3.507,3.507,4.850,5.575,5.575,5.650,4.850,3.717,3.717,2.962,2.962,2.207,2.207,2.750,2.750,2.822,2.822,3.507,3.507,4.850,5.575,5.575,5.650
INTC,2025-11-18,16,S,C,0.714,0.393,0.474,0.474,0.528,0.528,0.582,0.582,0.528,0.528,0.528,0.528,0.474,0.474,-0.609,2.893,2.893,3.143,0.393,0.474,0.474,0.528,0.528,0.582,0.582,0.528,0.528,0.528,0.528,0.474,0.474,-0.609,2.893,2.893,3.143
INTC,2025-12-02,14,L,C,7.000,16.000,12.400,12.400,10.000,10.000,7.599,7.599,7.000,7.000,5.400,5.400,5.500,5.500,16.000,21.455,21.455,22.364,16.000,12.400,12.400,10.000,10.000,7.599,7.599,7.000,7.000,5.400,5.400,5.500,5.500,16.000,25.273,25.273,25.455
INTC,2026-01-21,53,L,C,4.355,2.656,3.134,3.134,3.453,3.453,3.772,3.772,3.789,3.789,4.191,4.191,4.241,4.241,2.656,5.531,5.531,5.813,2.656,3.134,3.134,3.453,3.453,3.772,3.772,3.789,3.789,4.191,4.191,4.241,4.241,2.656,5.531,7.208,7.375
INTC,2026-01-26,10,S,S,3.115,4.154,3.265,3.265,2.673,2.673,2.081,2.081,2.635,2.635,2.812,2.812,3.473,3.473,4.154,8.769,8.769,9.000,4.154,3.265,3.265,2.673,2.673,2.081,2.081,2.635,2.635,2.812,2.812,3.473,3.473,4.154,9.115,9.115,9.269
INTC,2026-02-25,9,L,S,1.211,-1.250,-0.800,-0.025,-0.500,0.054,-0.200,0.132,-0.500,0.054,-0.500,0.054,-0.800,-0.025,-0.143,1.500,1.500,1.643,-1.250,-0.800,-0.025,-0.500,0.054,-0.200,0.132,-0.500,0.054,-0.500,0.054,-0.800,-0.025,-0.143,1.500,4.000,4.143
INTC,2026-03-11,15,L,A,-1.000,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-0.538,-0.538,7.645,7.923,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-0.538,-0.538,7.645,7.923
INTC,2026-04-21,26,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.669,0.594,3.563,4.063,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.669,0.594,7.031,7.500
INTC,2026-04-24,86,L,A,-1.000,3.913,3.913,3.913,3.913,3.913,3.913,3.913,3.913,3.913,3.913,3.913,3.913,3.913,3.913,3.913,3.913,4.130,1.913,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.913,3.913,3.913,4.913
INTC,2026-05-13,12,S,A,3.375,4.702,4.833,4.833,4.920,4.920,5.007,5.007,4.920,4.920,4.920,4.920,4.833,4.833,4.702,9.234,9.234,9.574,4.702,4.833,4.833,4.920,4.920,5.007,5.007,4.920,4.920,4.920,4.920,4.833,4.833,4.702,9.234,9.234,9.574
INTC,2026-05-18,23,S,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.913,14.388,15.435,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.913,25.043,25.739
INTC,2026-05-22,49,L,S,3.235,4.118,4.325,4.325,4.463,4.463,4.601,4.601,4.434,4.434,4.616,4.616,4.554,4.554,-0.809,6.912,6.912,7.353,4.118,4.325,4.325,4.463,4.463,4.601,4.601,4.434,4.434,4.616,4.616,4.554,4.554,-0.809,6.912,6.912,7.353
INTC,2026-06-03,24,S,C,6.028,0.272,7.170,7.170,7.160,7.160,7.150,7.150,6.364,6.364,6.086,6.086,5.559,5.559,0.272,7.434,7.434,7.609,0.272,5.793,5.793,6.176,6.176,6.560,6.560,5.872,5.872,5.889,5.889,5.362,5.362,0.272,8.717,8.717,9.065
INTC,2026-06-04,57,L,C,-1.000,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,1.724,1.897,2.138,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,-1.172,1.724,11.155,11.724
INTC,2026-06-08,32,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,2.250,2.250,2.708,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,2.250,2.250,2.708
INTC,2026-06-10,12,L,C,3.405,-1.173,-0.143,-0.143,0.543,0.543,1.229,1.229,0.543,0.543,0.543,0.543,-0.143,-0.143,-1.173,4.734,4.734,5.017,-1.173,-0.143,-0.143,0.543,0.543,1.229,1.229,0.543,0.543,0.543,0.543,-0.143,-0.143,-1.173,4.734,4.734,5.017
INTC,2026-06-12,13,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.523,-0.523,8.818,10.364,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.523,-0.523,18.470,18.886
INTC,2026-06-17,35,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.694,1.639,1.639,2.833,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.694,1.639,1.639,2.833
INTC,2026-06-24,30,S,C,-1.000,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,1.538,5.231,6.654,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,1.538,15.808,16.192
INTC,2026-07-09,45,S,C,4.085,3.583,3.970,3.970,4.227,4.227,4.485,4.485,4.332,4.332,4.594,4.594,4.520,4.520,3.583,6.445,6.445,6.694,3.583,3.970,3.970,4.227,4.227,4.485,4.485,4.332,4.332,4.594,4.594,4.520,4.520,3.583,8.583,8.583,8.750
INTC,2026-07-13,15,S,S,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.300,-0.300,-0.300,1.200,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.300,-0.300,10.499,10.850
INTC,2026-07-22,20,L,C,2.000,3.557,3.758,3.758,3.893,3.893,4.027,4.027,4.003,4.003,4.270,4.270,4.324,4.324,3.557,4.914,4.914,5.343,3.557,3.758,3.758,3.893,3.893,4.027,4.027,4.003,4.003,4.270,4.270,4.324,4.324,3.557,6.471,6.471,6.771
INTC,2026-07-23,47,L,C,2.814,0.250,0.755,0.580,1.091,0.966,1.428,1.352,1.091,0.966,1.091,0.966,0.755,0.580,-0.167,3.125,3.125,4.000,0.250,0.755,0.580,1.091,0.966,1.428,1.352,1.091,0.966,1.091,0.966,0.755,0.580,-0.167,3.125,3.125,4.000
INTC,2026-07-28,20,S,A,3.088,1.980,2.116,2.116,2.206,2.206,2.296,2.296,2.206,2.206,2.206,2.206,2.116,2.116,1.980,5.471,5.471,5.725,1.980,2.116,2.116,2.206,2.206,2.296,2.296,2.206,2.206,2.206,2.206,2.116,2.116,1.980,5.471,5.471,5.725
INTC,2026-07-29,63,S,C,2.803,5.500,5.800,5.800,6.000,6.000,6.200,6.200,5.625,5.625,5.600,5.600,5.200,5.200,5.500,7.000,7.000,7.333,5.500,5.800,5.800,6.000,6.000,6.200,6.200,5.625,5.625,5.600,5.600,5.200,5.200,5.500,15.083,15.722,15.778
INTC,2026-08-17,7,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.591,2.977,2.977,3.591,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.591,2.977,2.977,3.591
PLTR,2024-10-09,7,L,A,2.611,-0.194,4.878,4.878,4.596,4.596,4.313,4.313,4.270,4.270,4.275,4.275,4.397,4.397,-0.417,6.917,6.917,7.056,-0.194,4.878,4.878,4.596,4.596,4.313,4.313,4.270,4.270,4.275,4.275,4.397,4.397,-0.417,10.250,10.250,10.278
PLTR,2024-10-11,16,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.900,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.900,1.000
PLTR,2024-11-21,14,L,A,-1.000,-0.375,-1.208,-1.208,-1.208,-1.208,-1.208,-1.208,-1.208,-1.208,-1.208,-1.208,-1.208,-1.208,-0.771,0.992,1.104,1.250,-0.375,-1.208,-1.208,-1.208,-1.208,-1.208,-1.208,-1.208,-1.208,-1.208,-1.208,-1.208,-1.208,-0.771,0.992,1.104,1.250
PLTR,2024-11-25,34,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.500,3.909,3.909,4.255,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.500,3.909,3.909,4.255
PLTR,2024-11-29,14,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.100,0.735,1.800,2.350,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.100,0.735,2.350,2.700
PLTR,2024-12-03,34,L,C,-1.000,-0.308,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.308,1.731,5.346,6.538,-0.308,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.308,1.731,11.154,11.462
PLTR,2024-12-05,84,L,C,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-0.050,-0.050,0.030,0.200,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-0.050,-0.050,7.263,7.600
PLTR,2024-12-18,56,L,C,-1.000,-1.211,-1.211,-1.211,-1.211,-1.211,-1.211,-1.211,-1.211,-1.211,-1.211,-1.211,-1.211,-1.211,-0.106,-0.106,4.847,5.053,-1.211,-1.211,-1.211,-1.211,-1.211,-1.211,-1.211,-1.211,-1.211,-1.211,-1.211,-1.211,-1.211,-0.106,-0.106,11.872,12.000
PLTR,2025-01-02,58,S,C,-1.000,2.213,3.516,3.516,3.516,3.516,3.516,3.516,3.516,3.516,3.516,3.516,3.516,3.516,-0.250,4.750,4.750,4.875,2.213,-1.042,-1.042,-1.042,-1.042,-1.042,-1.042,-1.042,-1.042,-1.042,-1.042,-1.042,-1.042,-0.250,4.750,7.292,7.667
PLTR,2025-01-06,47,L,S,1.090,-0.211,2.116,2.116,1.932,1.932,1.749,1.749,2.335,2.335,2.254,2.254,2.598,2.598,-0.211,5.201,5.201,5.947,-0.211,2.116,2.116,1.932,1.932,1.749,1.749,2.335,2.335,2.254,2.254,2.598,2.598,-0.211,5.201,5.201,5.947
PLTR,2025-01-07,15,S,C,6.500,9.476,7.876,7.876,6.810,6.810,5.743,5.743,5.440,5.440,4.819,4.819,4.890,4.890,9.476,16.245,16.245,16.571,9.476,7.876,7.876,6.810,6.810,5.743,5.743,5.440,5.440,4.819,4.819,4.890,4.890,9.476,18.881,18.881,19.238
