sym,day,entry_i,side,sgrade,book_r,clock_st_100_trail,clock_st_30_70,clock_st_30_70_be,clock_st_50_50,clock_st_50_50_be,clock_st_70_30,clock_st_70_30_be,clock_st_50_25x4r_25,clock_st_50_25x4r_25_be,clock_st_50_20x4r_20x5r,clock_st_50_20x4r_20x5r_be,clock_st_30_30x4r_30x5r,clock_st_30_30x4r_30x5r_be,clock_st_100_trail_be,clock_oracle_stopped,clock_oracle_best_close,clock_oracle_MFE,noclock_st_100_trail,noclock_st_30_70,noclock_st_30_70_be,noclock_st_50_50,noclock_st_50_50_be,noclock_st_70_30,noclock_st_70_30_be,noclock_st_50_25x4r_25,noclock_st_50_25x4r_25_be,noclock_st_50_20x4r_20x5r,noclock_st_50_20x4r_20x5r_be,noclock_st_30_30x4r_30x5r,noclock_st_30_30x4r_30x5r_be,noclock_st_100_trail_be,noclock_oracle_stopped,noclock_oracle_best_close,noclock_oracle_MFE
HOOD,2024-12-09,16,L,A,1.226,0.381,0.625,0.625,0.787,0.787,0.950,0.950,0.787,0.787,0.787,0.787,0.625,0.625,-0.167,1.476,1.476,1.857,0.381,0.625,0.625,0.787,0.787,0.950,0.950,0.787,0.787,0.787,0.787,0.625,0.625,-0.167,1.476,1.476,1.857
HOOD,2025-01-10,16,S,A,4.254,-0.111,4.276,4.276,4.424,4.424,4.571,4.571,4.410,4.410,4.601,4.601,4.543,4.543,-0.111,5.444,5.444,5.889,-0.111,4.276,4.276,4.424,4.424,4.571,4.571,4.410,4.410,4.601,4.601,4.543,4.543,-0.111,5.444,5.444,5.889
HOOD,2025-01-22,28,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.970,-0.970,2.200,2.400,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.970,-0.970,4.098,4.500
HOOD,2025-01-24,36,L,C,-1.000,0.065,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.065,1.364,1.364,1.909,0.065,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.065,1.364,5.591,5.818
HOOD,2025-02-03,30,L,A,1.267,0.159,0.252,0.252,0.313,0.313,0.374,0.374,0.313,0.313,0.313,0.313,0.252,0.252,0.159,2.333,9.600,9.933,0.159,0.252,0.252,0.313,0.313,0.374,0.374,0.313,0.313,0.313,0.313,0.252,0.252,0.159,2.333,12.633,12.800
HOOD,2025-02-05,11,L,C,1.000,-0.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.500,1.708,7.945,8.250,-0.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.500,1.708,13.667,13.833
HOOD,2025-02-13,14,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.362,-0.362,-0.241,0.133,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.362,-0.362,-0.241,0.133
HOOD,2025-02-14,46,L,C,3.250,4.909,4.186,4.186,3.705,3.705,3.223,3.223,3.477,3.477,3.541,3.541,3.941,3.941,-0.682,7.977,7.977,8.181,4.909,4.186,4.186,3.705,3.705,3.223,3.223,3.477,3.477,3.541,3.541,3.941,3.941,-0.682,7.977,7.977,8.181
HOOD,2025-02-24,17,S,C,1.750,13.750,11.584,11.584,10.141,10.141,8.697,8.697,7.703,7.703,6.441,6.441,6.034,6.034,13.750,23.437,23.437,23.875,13.750,11.584,11.584,10.141,10.141,8.697,8.697,7.703,7.703,6.441,6.441,6.034,6.034,13.750,23.437,23.437,23.875
HOOD,2025-02-25,30,S,A,1.108,4.068,3.528,3.528,3.169,3.169,2.809,2.809,3.152,3.152,3.342,3.342,3.788,3.788,4.068,5.892,5.892,6.703,4.068,3.528,3.528,3.169,3.169,2.809,2.809,3.152,3.152,3.342,3.342,3.788,3.788,4.068,6.243,6.243,6.703
HOOD,2025-03-04,44,S,C,1.529,1.769,2.398,2.398,2.817,2.817,3.237,3.237,3.375,3.375,3.263,3.263,3.067,3.067,1.769,5.038,5.038,5.269,1.769,2.398,2.398,2.817,2.817,3.237,3.237,3.375,3.375,3.263,3.263,3.067,3.067,1.769,5.038,5.038,5.269
HOOD,2025-03-05,16,S,C,-1.000,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,2.324,2.705,3.471,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,-1.231,2.324,2.705,3.471
HOOD,2025-03-17,67,L,A,7.557,3.765,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,3.765,5.471,5.471,5.588,3.765,7.847,7.847,7.118,7.118,6.388,6.388,5.882,5.882,5.341,5.341,5.182,5.182,3.765,20.324,20.324,20.353
HOOD,2025-04-02,14,L,C,5.167,2.774,3.982,3.982,4.787,4.787,5.592,5.592,5.093,5.093,5.477,5.477,5.017,5.017,2.774,9.600,9.600,10.000,2.774,3.982,3.982,4.787,4.787,5.592,5.592,5.093,5.093,5.477,5.477,5.017,5.017,2.774,9.600,14.323,14.486
HOOD,2025-04-10,60,L,C,3.022,1.913,1.839,1.839,1.789,1.789,1.739,1.739,2.311,2.311,2.206,2.206,2.465,2.465,1.913,4.457,4.457,4.913,1.913,1.839,1.839,1.789,1.789,1.739,1.739,2.311,2.311,2.206,2.206,2.465,2.465,1.913,4.457,4.457,4.913
HOOD,2025-04-15,12,L,C,1.371,0.242,1.050,1.050,1.589,1.589,2.127,2.127,1.589,1.589,1.589,1.589,1.050,1.050,0.242,2.935,2.935,3.226,0.242,1.050,1.050,1.589,1.589,2.127,2.127,1.589,1.589,1.589,1.589,1.050,1.050,0.242,2.935,2.935,3.226
HOOD,2025-04-24,34,L,C,0.809,3.459,2.921,-0.026,2.563,0.458,2.205,0.941,2.698,0.458,2.979,0.458,3.546,-0.026,-0.752,5.929,5.929,6.536,3.459,2.921,-0.026,2.563,0.458,2.205,0.941,2.698,0.458,2.979,0.458,3.546,-0.026,-0.752,7.508,7.508,7.571
HOOD,2025-05-05,55,L,C,3.567,2.200,2.241,2.241,2.268,2.268,2.296,2.296,2.718,2.718,2.628,2.628,2.781,2.781,-0.533,3.607,3.607,4.132,2.200,2.241,2.241,2.268,2.268,2.296,2.296,2.718,2.718,2.628,2.628,2.781,2.781,-0.533,7.130,7.130,7.200
HOOD,2025-05-07,43,L,C,3.563,-0.597,3.567,3.567,3.662,3.662,3.757,3.757,3.806,3.806,4.092,4.092,4.212,4.212,-0.319,8.550,8.550,9.300,-0.597,3.567,3.567,3.662,3.662,3.757,3.757,3.806,3.806,4.092,4.092,4.212,4.212,-0.319,8.550,8.550,9.300
HOOD,2025-06-03,62,L,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.231,0.156,3.769,3.885,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.231,0.156,16.692,17.077
HOOD,2025-06-05,10,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.711,0.737,9.868,10.316,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.711,0.737,12.947,13.316
HOOD,2025-06-10,12,L,C,-1.000,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,2.105,3.211,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,-1.105,2.105,3.211
HOOD,2025-07-01,35,L,A,2.450,-0.800,0.700,1.225,1.700,2.075,2.700,2.925,2.900,3.087,2.660,2.885,2.140,2.440,-0.050,4.400,4.400,5.500,-0.800,0.700,1.225,1.700,2.075,2.700,2.925,2.900,3.087,2.660,2.885,2.140,2.440,-0.050,4.400,4.400,5.500
HOOD,2025-07-02,9,L,C,10.074,6.738,6.930,6.930,7.057,7.057,7.185,7.185,6.373,6.373,6.162,6.162,5.587,5.587,6.738,31.393,31.393,32.478,6.738,6.930,6.930,7.057,7.057,7.185,7.185,6.373,6.373,6.162,6.162,5.587,5.587,6.738,32.261,32.261,32.609
HOOD,2025-07-08,29,S,C,-1.000,-1.250,-1.194,-1.194,-1.194,-1.194,-1.194,-1.194,-1.194,-1.194,-1.194,-1.194,-1.194,-1.194,-0.435,-0.162,9.935,10.000,-1.250,-1.194,-1.194,-1.194,-1.194,-1.194,-1.194,-1.194,-1.194,-1.194,-1.194,-1.194,-1.194,-0.435,-0.162,9.935,10.000
HOOD,2025-07-17,15,L,A,3.524,8.287,6.308,6.308,4.989,4.989,3.669,3.669,3.917,3.917,3.474,3.474,4.036,4.036,8.287,10.714,10.714,11.333,8.287,6.308,6.308,4.989,4.989,3.669,3.669,3.917,3.917,3.474,3.474,4.036,4.036,8.287,11.881,11.881,12.046
HOOD,2025-07-18,51,L,S,-1.000,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-0.688,1.176,1.176,4.412,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-0.688,1.176,1.176,4.412
HOOD,2025-07-23,47,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.937,3.658,4.368,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.937,5.895,6.684
HOOD,2025-07-24,24,S,C,0.472,3.260,2.222,2.222,1.530,1.530,0.838,0.838,1.715,1.715,2.026,2.026,2.966,2.966,-0.200,5.760,5.760,6.160,3.260,2.222,2.222,1.530,1.530,0.838,0.838,1.715,1.715,2.026,2.026,2.966,2.966,-0.200,5.760,5.760,6.160
HOOD,2025-07-31,22,L,A,4.151,7.300,5.830,5.830,4.850,4.850,3.870,3.870,4.025,4.025,3.730,3.730,4.150,4.150,7.300,14.433,14.433,15.033,7.300,5.830,5.830,4.850,4.850,3.870,3.870,4.025,4.025,3.730,3.730,4.150,4.150,7.300,14.433,14.433,15.033
HOOD,2025-08-01,9,S,C,7.133,7.677,8.654,8.654,9.305,9.305,9.957,9.957,8.386,8.386,8.034,8.034,6.748,6.748,7.677,17.400,17.400,18.000,7.677,8.654,8.654,9.305,9.305,9.957,9.957,8.386,8.386,8.034,8.034,6.748,6.748,7.677,17.400,17.400,18.000
HOOD,2025-08-07,38,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.676,-0.676,2.679,2.905,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.676,-0.676,4.024,4.344
HOOD,2025-08-08,12,L,C,4.969,17.365,13.858,13.858,11.520,11.520,9.182,9.182,8.179,8.179,6.374,6.374,6.139,6.139,17.365,21.399,21.399,21.850,17.365,13.858,13.858,11.520,11.520,9.182,9.182,8.179,8.179,6.374,6.374,6.139,6.139,17.365,21.399,21.399,21.850
HOOD,2025-08-12,33,S,A,2.114,0.023,0.323,0.323,0.523,0.523,0.723,0.723,0.523,0.523,0.523,0.523,0.323,0.323,0.023,5.682,5.682,6.227,0.023,0.323,0.323,0.523,0.523,0.723,0.723,0.523,0.523,0.523,0.523,0.323,0.323,0.023,5.682,5.682,6.227
HOOD,2025-08-14,19,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.471,-0.471,-0.471,0.232,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.471,-0.471,0.529,1.000
HOOD,2025-08-22,32,L,C,4.046,3.745,3.407,3.407,3.182,3.182,2.957,2.957,3.246,3.246,3.484,3.484,3.860,3.860,3.745,12.000,12.000,12.234,3.745,3.407,3.407,3.182,3.182,2.957,2.957,3.246,3.246,3.484,3.484,3.860,3.860,3.745,12.883,12.883,13.005
HOOD,2025-08-26,77,L,C,1.291,0.444,1.161,1.161,1.638,1.638,2.116,2.116,1.638,1.638,1.638,1.638,1.161,1.161,0.444,3.208,3.208,3.333,0.444,1.161,1.161,1.638,1.638,2.116,2.116,1.638,1.638,1.638,1.638,1.161,1.161,0.444,3.208,10.556,11.166
HOOD,2025-08-29,45,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.288,0.288,1.800,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.288,0.288,1.800
HOOD,2025-09-22,80,L,C,-1.000,-0.500,-0.500,-0.500,-0.500,-0.500,-0.500,-0.500,-0.500,-0.500,-0.500,-0.500,-0.500,-0.500,-0.533,0.333,0.333,0.667,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-0.533,0.400,7.600,8.633
HOOD,2025-09-26,40,S,C,-1.000,-1.179,-1.179,-1.179,-1.179,-1.179,-1.179,-1.179,-1.179,-1.179,-1.179,-1.179,-1.179,-1.179,-0.411,0.714,4.643,4.850,-1.179,-1.179,-1.179,-1.179,-1.179,-1.179,-1.179,-1.179,-1.179,-1.179,-1.179,-1.179,-1.179,-0.411,0.714,5.893,6.286
HOOD,2025-10-01,21,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.739,0.630,0.630,0.687,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.739,0.630,0.630,0.687
HOOD,2025-10-08,29,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.978,0.565,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.978,0.565
HOOD,2025-10-13,15,S,A,5.733,1.583,2.063,2.063,2.383,2.383,2.703,2.703,2.987,2.987,3.550,3.550,3.813,3.813,1.583,16.567,16.567,17.167,1.583,2.063,2.063,2.383,2.383,2.703,2.703,2.987,2.987,3.550,3.550,3.813,3.813,1.583,17.400,17.400,18.267
HOOD,2025-10-22,12,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.545,-0.545,30.350,30.900,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.545,-0.545,39.550,41.000
HOOD,2025-11-17,30,S,C,10.534,8.208,8.483,8.483,8.667,8.667,8.850,8.850,7.615,7.615,7.183,7.183,6.258,6.258,-0.375,14.750,14.750,15.762,8.208,8.483,8.483,8.667,8.667,8.850,8.850,7.615,7.615,7.183,7.183,6.258,6.258,-0.375,30.492,30.492,31.208
HOOD,2025-11-18,41,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.583,2.800,3.200,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.583,2.800,3.200
HOOD,2025-11-21,39,S,C,6.901,14.395,11.624,11.624,9.776,9.776,7.929,7.929,7.178,7.178,5.818,5.818,5.687,5.687,14.395,23.053,23.053,24.368,14.395,11.624,11.624,9.776,9.776,7.929,7.929,7.178,7.178,5.818,5.818,5.687,5.687,14.395,23.053,23.053,24.526
HOOD,2025-11-28,38,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.523,0.150,4.675,5.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.523,0.150,4.675,5.250
HOOD,2025-12-01,20,L,C,5.233,-1.250,0.680,0.945,1.966,2.155,3.252,3.366,3.278,3.373,4.266,4.304,4.130,4.167,-0.871,6.690,6.690,7.636,-1.250,0.680,0.945,1.966,2.155,3.252,3.366,3.278,3.373,4.266,4.304,4.130,4.167,-0.871,6.690,6.690,7.636
HOOD,2026-01-28,54,S,C,5.899,2.293,2.765,2.765,2.765,2.765,2.765,2.765,2.765,2.765,2.765,2.765,2.765,2.765,2.293,3.324,3.324,3.500,2.293,3.803,3.803,3.868,3.868,3.932,3.932,3.868,3.868,3.868,3.868,3.803,3.803,2.293,6.029,6.029,6.794
HOOD,2026-02-02,35,S,C,-1.000,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-0.530,0.606,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,-1.030,5.424,5.606
HOOD,2026-02-17,9,L,A,-1.000,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,0.250,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,-1.019,1.537,1.635
HOOD,2026-02-26,34,L,C,-1.000,-0.636,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.636,1.840,2.960,3.120,-0.636,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.636,1.840,6.680,6.874
HOOD,2026-03-12,41,L,C,-1.000,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-0.075,1.000,1.000,1.467,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-0.075,1.000,1.000,1.467
HOOD,2026-03-13,38,S,C,1.000,0.519,-0.030,-0.030,0.048,0.048,0.127,0.127,0.048,0.048,0.048,0.048,-0.030,-0.030,-0.037,1.574,5.556,5.815,0.519,-0.030,-0.030,0.048,0.048,0.127,0.127,0.048,0.048,0.048,0.048,-0.030,-0.030,-0.037,1.574,8.815,8.870
HOOD,2026-03-17,56,L,C,-1.000,0.042,5.333,5.333,5.333,5.333,5.333,5.333,5.333,5.333,5.333,5.333,5.333,5.333,-0.625,5.333,5.333,5.708,0.042,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.625,5.333,7.458,7.500
HOOD,2026-03-20,38,S,C,0.417,-0.083,0.025,0.006,0.097,0.083,0.169,0.161,0.097,0.083,0.097,0.083,0.025,0.006,-0.806,0.625,0.625,0.889,-0.083,0.025,0.006,0.097,0.083,0.169,0.161,0.097,0.083,0.097,0.083,0.025,0.006,-0.806,0.625,4.639,5.000
HOOD,2026-03-30,35,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.000,0.462,1.308,1.923,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.000,0.462,20.231,20.731
HOOD,2026-04-06,44,L,C,1.097,1.154,1.327,1.327,1.442,1.442,1.558,1.558,1.442,1.442,1.442,1.442,1.327,1.327,-0.364,2.297,2.297,2.442,1.154,1.327,1.327,1.442,1.442,1.558,1.558,1.442,1.442,1.442,1.442,1.327,1.327,-0.364,2.297,3.615,3.731
HOOD,2026-04-14,41,L,C,4.789,6.038,6.258,6.258,6.404,6.404,6.550,6.550,5.894,5.894,5.788,5.788,5.335,5.335,6.038,8.456,8.456,8.692,6.038,6.258,6.258,6.404,6.404,6.550,6.550,5.894,5.894,5.788,5.788,5.335,5.335,6.038,10.154,10.154,10.308
HOOD,2026-04-15,44,L,A,-1.000,-1.130,-1.130,-1.130,-1.130,-1.130,-1.130,-1.130,-1.130,-1.130,-1.130,-1.130,-1.130,-1.130,-0.305,0.783,2.087,2.478,-1.130,-1.130,-1.130,-1.130,-1.130,-1.130,-1.130,-1.130,-1.130,-1.130,-1.130,-1.130,-1.130,-0.305,0.783,8.739,9.261
HOOD,2026-04-20,12,L,C,4.112,4.600,4.446,4.446,4.343,4.343,4.240,4.240,4.193,4.193,4.303,4.303,4.386,4.386,4.600,6.157,6.157,6.371,4.600,4.446,4.446,4.343,4.343,4.240,4.240,4.193,4.193,4.303,4.303,4.386,4.386,4.600,6.157,6.157,6.371
HOOD,2026-05-26,22,S,S,1.374,-0.533,-0.328,-0.328,-0.192,-0.192,-0.055,-0.055,-0.192,-0.192,-0.192,-0.192,-0.328,-0.328,-0.050,1.548,1.548,2.000,-0.533,-0.328,-0.328,-0.192,-0.192,-0.055,-0.055,-0.192,-0.192,-0.192,-0.192,-0.328,-0.328,-0.050,1.548,3.167,3.217
HOOD,2026-06-09,13,L,C,5.464,10.000,8.189,8.189,6.982,6.982,5.775,5.775,5.482,5.482,4.782,4.782,4.889,4.889,10.000,14.429,14.429,15.071,10.000,8.189,8.189,6.982,6.982,5.775,5.775,5.482,5.482,4.782,4.782,4.889,4.889,10.000,14.429,14.429,15.071
HOOD,2026-06-10,28,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.193,1.758,1.758,2.325,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.193,1.758,1.758,2.325
HOOD,2026-06-22,11,L,C,2.819,3.027,3.537,3.537,3.876,3.876,4.216,4.216,4.119,4.119,4.465,4.465,4.420,4.420,-0.150,6.600,6.600,7.125,3.027,3.537,3.537,3.876,3.876,4.216,4.216,4.119,4.119,4.465,4.465,4.420,4.420,-0.150,6.600,6.600,7.125
HOOD,2026-06-25,23,S,C,3.955,1.136,2.070,2.070,2.693,2.693,3.316,3.316,3.409,3.409,4.039,4.039,4.089,4.089,1.136,4.740,4.740,5.955,1.136,2.070,2.070,2.693,2.693,3.316,3.316,3.409,3.409,4.039,4.039,4.089,4.089,1.136,4.740,5.500,5.955
HOOD,2026-07-01,19,L,C,4.983,7.067,6.437,6.437,6.017,6.017,5.597,5.597,5.250,5.250,4.990,4.990,4.897,4.897,7.067,9.899,9.899,10.067,7.067,6.437,6.437,6.017,6.017,5.597,5.597,5.250,5.250,4.990,4.990,4.897,4.897,7.067,20.917,20.917,21.567
HOOD,2026-07-14,47,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.054,0.703,1.149,1.622,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.054,0.703,4.270,4.595
HOOD,2026-07-28,20,S,A,1.318,2.773,3.023,3.023,3.189,3.189,3.356,3.356,3.496,3.496,3.435,3.435,3.391,3.391,2.773,4.318,4.318,4.818,2.773,3.023,3.023,3.189,3.189,3.356,3.356,3.496,3.496,3.435,3.435,3.391,3.391,2.773,4.318,4.318,4.818
HOOD,2026-07-29,20,S,A,5.357,16.929,12.482,12.482,9.518,9.518,6.554,6.554,6.286,6.286,4.546,4.546,5.025,5.025,16.929,17.786,17.786,18.714,16.929,12.482,12.482,9.518,9.518,6.554,6.554,6.286,6.286,4.546,4.546,5.025,5.025,16.929,17.786,17.786,18.714
HOOD,2026-08-07,45,L,C,4.163,4.029,3.754,3.754,3.571,3.571,3.389,3.389,3.564,3.564,3.760,3.760,4.037,4.037,4.029,6.000,6.000,6.600,4.029,3.754,3.754,3.571,3.571,3.389,3.389,3.564,3.564,3.760,3.760,4.037,4.037,4.029,6.000,6.000,6.600
IREN,2025-09-10,13,L,C,-1.000,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,8.666,9.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,-1.083,16.500,16.500
IREN,2025-09-25,77,L,C,1.196,-0.087,0.177,0.177,0.353,0.353,0.529,0.529,0.353,0.353,0.353,0.353,0.177,0.177,-0.087,2.043,2.043,2.913,-0.087,0.177,0.177,0.353,0.353,0.529,0.529,0.353,0.353,0.353,0.353,0.177,0.177,-0.087,2.043,2.043,2.913
IREN,2025-10-01,46,L,C,-1.000,0.187,3.281,3.281,3.281,3.281,3.281,3.281,3.281,3.281,3.281,3.281,3.281,3.281,0.187,3.625,3.625,4.062,0.187,-1.122,-1.122,-1.122,-1.122,-1.122,-1.122,-1.122,-1.122,-1.122,-1.122,-1.122,-1.122,0.187,3.625,4.031,4.437
IREN,2025-10-14,11,S,C,-1.000,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,0.000,1.225,1.225,1.300,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,0.000,1.225,1.225,1.300
IREN,2025-10-24,33,L,A,6.500,4.250,4.625,4.625,4.875,4.875,5.125,5.125,4.813,4.813,4.975,4.975,4.775,4.775,-0.250,10.583,10.583,10.917,4.250,4.625,4.625,4.875,4.875,5.125,5.125,4.813,4.813,4.975,4.975,4.775,4.775,-0.250,10.583,14.500,16.000
IREN,2025-10-27,43,L,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.000,0.708,0.708,1.458,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.000,0.708,0.708,1.458
