sym,day,entry_i,side,sgrade,book_r,clock_flat_1r,clock_flat_2r,clock_hod_only,clock_30_30_30_10,clock_50_20_20_10,clock_flat_3r,clock_flat_4r,clock_flat_5r,noclock_flat_1r,noclock_flat_2r,noclock_hod_only,noclock_30_30_30_10,noclock_50_20_20_10,noclock_flat_3r,noclock_flat_4r,noclock_flat_5r
INTC,2026-06-17,35,S,C,-1.000,1.000,2.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,2.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
INTC,2026-06-24,30,S,C,-1.000,1.000,2.000,-1.038,-0.758,-0.838,3.000,-1.038,-1.038,1.000,2.000,-1.038,-0.758,-0.838,3.000,-1.038,-1.038
INTC,2026-07-09,45,S,C,4.085,1.000,2.000,4.871,4.242,4.422,3.000,4.000,5.000,1.000,2.000,4.871,4.242,4.422,3.000,4.000,5.000
INTC,2026-07-13,15,S,S,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
INTC,2026-07-22,20,L,C,2.000,1.000,2.000,4.228,3.808,3.928,3.000,4.000,5.000,1.000,2.000,4.228,3.808,3.928,3.000,4.000,5.000
INTC,2026-07-23,47,L,C,2.814,1.000,2.000,1.932,0.915,1.206,3.000,4.000,-1.250,1.000,2.000,1.932,0.915,1.206,3.000,4.000,-1.250
INTC,2026-07-28,20,S,A,3.088,1.000,2.000,2.431,2.116,2.206,3.000,4.000,5.000,1.000,2.000,2.431,2.116,2.206,3.000,4.000,5.000
INTC,2026-07-29,63,S,C,2.803,1.000,2.000,6.500,6.578,6.556,3.000,4.000,5.000,1.000,2.000,6.500,6.578,6.556,3.000,4.000,5.000
INTC,2026-08-17,7,S,C,-1.000,1.000,2.000,-1.250,-1.250,-1.250,3.000,-1.250,-1.250,1.000,2.000,-1.250,-1.250,-1.250,3.000,-1.250,-1.250
PLTR,2024-10-09,7,L,A,2.611,1.000,2.000,3.889,4.278,4.167,3.000,4.000,5.000,1.000,2.000,3.889,4.278,4.167,3.000,4.000,5.000
PLTR,2024-10-11,16,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
PLTR,2024-11-21,14,L,A,-1.000,1.000,-1.208,-1.208,-1.238,-1.229,-1.208,-1.208,-1.208,1.000,-1.208,-1.208,-1.238,-1.229,-1.208,-1.208,-1.208
PLTR,2024-11-25,34,L,C,-1.000,1.000,2.000,-1.250,-1.250,-1.250,3.000,4.000,-1.250,1.000,2.000,-1.250,-1.250,-1.250,3.000,4.000,-1.250
PLTR,2024-11-29,14,L,C,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
PLTR,2024-12-03,34,L,C,-1.000,1.000,2.000,-1.250,-0.375,-0.625,3.000,-1.250,-1.250,1.000,2.000,-1.250,-0.375,-0.625,3.000,-1.250,-1.250
PLTR,2024-12-05,84,L,C,-1.000,-1.000,-1.000,-1.000,-0.597,-0.712,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-0.597,-0.712,-1.000,-1.000,-1.000
PLTR,2024-12-18,56,L,C,-1.000,-1.211,-1.211,-1.211,-0.550,-0.739,-1.211,-1.211,-1.211,-1.211,-1.211,-1.211,-0.550,-0.739,-1.211,-1.211,-1.211
PLTR,2025-01-02,58,S,C,-1.000,1.000,2.000,3.516,3.516,3.516,3.000,4.000,3.516,1.000,2.000,-1.042,-1.077,-1.067,3.000,4.000,5.000
PLTR,2025-01-06,47,L,S,1.090,1.000,2.000,1.474,2.763,2.395,3.000,4.000,5.000,1.000,2.000,1.474,2.763,2.395,3.000,4.000,5.000
PLTR,2025-01-07,15,S,C,6.500,1.000,2.000,4.143,7.126,6.274,3.000,4.000,5.000,1.000,2.000,4.143,7.126,6.274,3.000,4.000,5.000
PLTR,2025-01-10,85,S,S,3.643,1.000,2.000,5.520,5.520,5.520,3.000,4.000,5.000,1.000,2.000,6.792,7.192,7.078,3.000,4.000,5.000
PLTR,2025-01-14,34,S,C,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
PLTR,2025-01-16,5,L,S,0.566,1.000,-1.250,0.461,0.728,0.651,-1.250,-1.250,-1.250,1.000,-1.250,0.461,0.728,0.651,-1.250,-1.250,-1.250
PLTR,2025-01-23,67,L,C,1.500,1.000,2.000,2.376,1.068,1.441,3.000,-0.124,-0.124,1.000,2.000,2.376,1.068,1.441,3.000,-1.224,-1.224
PLTR,2025-01-31,20,L,C,3.893,1.000,2.000,4.107,3.382,3.589,3.000,4.000,5.000,1.000,2.000,4.107,3.382,3.589,3.000,4.000,5.000
PLTR,2025-03-12,21,S,A,0.929,1.000,2.000,0.564,0.625,0.608,3.000,2.540,2.540,1.000,2.000,0.564,0.625,0.608,3.000,4.000,-1.079
PLTR,2025-03-20,59,L,S,1.910,1.000,2.000,0.968,1.354,1.244,3.000,4.000,1.280,1.000,2.000,0.968,1.354,1.244,3.000,4.000,5.000
PLTR,2025-04-01,34,S,C,5.071,1.000,2.000,4.400,4.307,4.333,3.000,4.000,5.000,1.000,2.000,4.400,4.307,4.333,3.000,4.000,5.000
PLTR,2025-04-03,11,L,A,2.597,1.000,2.000,0.823,1.805,1.524,3.000,4.000,-1.250,1.000,2.000,0.823,1.805,1.524,3.000,4.000,-1.250
PLTR,2025-04-11,12,L,C,1.840,1.000,2.000,1.920,2.186,2.110,3.000,4.000,-1.250,1.000,2.000,1.920,2.186,2.110,3.000,4.000,-1.250
PLTR,2025-04-23,49,L,C,1.404,1.000,2.000,2.049,2.177,2.140,3.000,4.000,5.000,1.000,2.000,2.049,2.177,2.140,3.000,4.000,5.000
PLTR,2025-04-24,21,L,C,1.067,1.000,2.000,2.217,1.384,1.622,3.000,-1.250,-1.250,1.000,2.000,2.217,1.384,1.622,3.000,-1.250,-1.250
PLTR,2025-04-28,22,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
PLTR,2025-04-29,74,L,C,-1.000,1.000,2.000,2.183,2.183,2.183,2.183,2.183,2.183,1.000,2.000,-1.250,-1.021,-1.087,3.000,-1.250,-1.250
PLTR,2025-06-09,69,L,C,2.308,1.000,2.000,2.269,2.094,2.144,3.000,4.000,1.865,1.000,2.000,2.269,2.094,2.144,3.000,4.000,5.000
PLTR,2025-06-11,84,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
PLTR,2025-06-25,21,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
PLTR,2025-07-21,55,L,S,-1.000,1.000,-1.240,-1.240,-0.916,-1.009,-1.240,-1.240,-1.240,1.000,-1.240,-1.240,-0.916,-1.009,-1.240,-1.240,-1.240
PLTR,2025-08-06,30,L,C,3.103,1.000,2.000,3.293,3.233,3.250,3.000,4.000,5.000,1.000,2.000,3.293,3.233,3.250,3.000,4.000,5.000
PLTR,2025-08-15,66,S,A,2.057,1.000,2.000,2.429,2.429,2.429,3.000,2.429,2.429,1.000,2.000,2.057,2.057,2.057,3.000,4.000,5.000
PLTR,2025-08-18,32,S,C,3.068,1.000,2.000,2.838,2.712,2.748,3.000,4.000,-1.245,1.000,2.000,2.838,2.712,2.748,3.000,4.000,-1.245
PLTR,2025-08-22,32,L,A,1.788,1.000,2.000,1.328,1.615,1.533,3.000,4.000,4.314,1.000,2.000,1.328,1.615,1.533,3.000,4.000,5.000
PLTR,2025-08-29,21,S,S,2.096,1.000,2.000,2.420,2.348,2.369,3.000,4.000,5.000,1.000,2.000,2.420,2.348,2.369,3.000,4.000,5.000
PLTR,2025-10-15,11,L,C,-1.000,1.000,-1.235,-1.235,-1.246,-1.243,-1.235,-1.235,-1.235,1.000,-1.235,-1.235,-1.246,-1.243,-1.235,-1.235,-1.235
PLTR,2025-10-27,5,L,A,1.822,1.000,2.000,0.707,0.935,0.870,1.400,1.400,1.400,1.000,2.000,0.707,0.935,0.870,-0.467,-0.467,-0.467
PLTR,2025-10-28,36,L,C,-1.000,-1.200,-1.200,-1.200,-1.235,-1.225,-1.200,-1.200,-1.200,-1.200,-1.200,-1.200,-1.235,-1.225,-1.200,-1.200,-1.200
PLTR,2025-10-29,11,L,C,2.929,1.000,2.000,5.343,5.893,5.736,3.000,4.000,5.000,1.000,2.000,5.343,5.893,5.736,3.000,4.000,5.000
PLTR,2025-11-07,16,S,A,-1.000,1.000,-1.033,-1.033,-0.984,-0.998,-1.033,-1.033,-1.033,1.000,-1.033,-1.033,-0.984,-0.998,-1.033,-1.033,-1.033
PLTR,2025-11-13,40,S,C,-1.000,-1.007,-1.007,-1.007,-1.177,-1.128,-1.007,-1.007,-1.007,-1.007,-1.007,-1.007,-1.177,-1.128,-1.007,-1.007,-1.007
PLTR,2025-11-21,53,S,A,5.848,1.000,2.000,6.030,6.317,6.235,3.000,4.000,5.000,1.000,2.000,6.030,6.317,6.235,3.000,4.000,5.000
PLTR,2025-12-08,19,L,C,-1.000,1.000,-1.128,-1.128,-1.213,-1.189,-1.128,-1.128,-1.128,1.000,-1.128,-1.128,-1.213,-1.189,-1.128,-1.128,-1.128
PLTR,2026-01-02,31,S,C,3.858,1.000,2.000,3.231,3.399,3.351,3.000,4.000,5.000,1.000,2.000,3.231,3.399,3.351,3.000,4.000,5.000
PLTR,2026-01-05,8,S,C,1.842,1.000,2.000,-1.097,-1.204,-1.173,3.000,-1.097,-1.097,1.000,2.000,-1.097,-1.204,-1.173,3.000,-1.097,-1.097
PLTR,2026-01-09,21,S,A,2.198,1.000,2.000,4.188,3.444,3.656,3.000,4.000,5.000,1.000,2.000,4.188,3.444,3.656,3.000,4.000,5.000
PLTR,2026-01-14,8,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
PLTR,2026-01-15,23,L,C,-1.000,1.000,2.000,-1.250,-1.033,-1.095,-1.250,-1.250,-1.250,1.000,2.000,-1.250,-1.033,-1.095,-1.250,-1.250,-1.250
PLTR,2026-01-21,18,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
PLTR,2026-01-26,9,L,C,1.184,1.000,2.000,1.300,1.627,1.533,3.000,-1.250,-1.250,1.000,2.000,1.300,1.627,1.533,3.000,-1.250,-1.250
PLTR,2026-02-09,21,L,A,-1.000,-1.000,-1.000,-1.000,-0.650,-0.750,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-0.650,-0.750,-1.000,-1.000,-1.000
PLTR,2026-02-18,33,L,C,0.257,-1.204,-1.204,-0.370,-0.319,-0.333,-1.204,-1.204,-1.204,-1.204,-1.204,-0.370,-0.319,-0.333,-1.204,-1.204,-1.204
PLTR,2026-02-23,63,S,A,-1.000,1.000,-1.250,-1.250,-0.931,-1.022,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-0.931,-1.022,-1.250,-1.250,-1.250
PLTR,2026-03-02,49,L,C,4.645,1.000,2.000,2.387,2.139,2.210,3.000,4.000,5.000,1.000,2.000,2.387,2.139,2.210,3.000,4.000,5.000
PLTR,2026-03-12,21,S,A,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
PLTR,2026-03-16,77,S,A,-1.000,-1.034,-1.034,-1.034,-1.185,-1.142,-1.034,-1.034,-1.034,-1.034,-1.034,-1.034,-1.185,-1.142,-1.034,-1.034,-1.034
PLTR,2026-03-18,28,L,S,0.160,-1.142,-1.142,-0.075,-0.280,-0.222,-1.142,-1.142,-1.142,-1.142,-1.142,-0.075,-0.280,-0.222,-1.142,-1.142,-1.142
PLTR,2026-04-09,37,S,C,1.885,1.000,2.000,1.672,1.650,1.656,3.000,1.692,1.692,1.000,2.000,1.672,1.650,1.656,3.000,-1.026,-1.026
PLTR,2026-04-24,8,S,C,5.011,1.000,2.000,3.818,3.712,3.742,3.000,4.000,5.000,1.000,2.000,3.818,3.712,3.742,3.000,4.000,5.000
PLTR,2026-04-29,17,S,C,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
PLTR,2026-05-06,15,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
PLTR,2026-05-19,47,L,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
PLTR,2026-05-21,87,L,S,-1.000,1.000,0.462,0.462,0.462,0.462,0.462,0.462,0.462,1.000,-1.173,-1.173,-1.227,-1.212,-1.173,-1.173,-1.173
PLTR,2026-05-26,37,S,C,-1.000,1.000,-1.089,-1.089,-0.402,-0.598,-1.089,-1.089,-1.089,1.000,-1.089,-1.089,-0.402,-0.598,-1.089,-1.089,-1.089
PLTR,2026-05-27,13,S,C,-1.000,-1.176,-1.176,-1.176,-0.847,-0.941,-1.176,-1.176,-1.176,-1.176,-1.176,-1.176,-0.847,-0.941,-1.176,-1.176,-1.176
PLTR,2026-05-29,84,L,C,2.888,1.000,2.000,1.659,1.659,1.659,1.659,1.659,1.659,1.000,2.000,4.614,3.969,4.153,3.000,4.000,5.000
PLTR,2026-06-01,21,L,A,-1.000,-1.113,-1.113,-1.113,0.226,-0.156,-1.113,-1.113,-1.113,-1.113,-1.113,-1.113,0.226,-0.156,-1.113,-1.113,-1.113
PLTR,2026-06-05,17,S,A,2.700,1.000,2.000,2.486,2.373,2.405,3.000,4.000,1.649,1.000,2.000,2.486,2.373,2.405,3.000,4.000,5.000
PLTR,2026-06-11,8,S,C,-1.000,1.000,2.000,-1.250,-1.250,-1.250,3.000,4.000,5.000,1.000,2.000,-1.250,-1.250,-1.250,3.000,4.000,5.000
PLTR,2026-06-17,50,L,C,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
PLTR,2026-07-06,65,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
PLTR,2026-07-07,72,L,A,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
PLTR,2026-07-15,55,L,C,-1.000,1.000,2.000,-1.250,-1.043,-1.102,-1.250,-1.250,-1.250,1.000,2.000,-1.250,-1.043,-1.102,-1.250,-1.250,-1.250
PLTR,2026-07-22,51,S,C,0.864,1.000,2.000,0.545,0.386,0.432,3.000,4.000,3.000,1.000,2.000,0.545,0.386,0.432,3.000,4.000,5.000
PLTR,2026-07-29,21,S,C,3.460,1.000,2.000,1.840,2.120,2.040,3.000,4.000,5.000,1.000,2.000,1.840,2.120,2.040,3.000,4.000,5.000
PLTR,2026-08-04,9,L,C,0.459,1.000,2.000,0.281,0.267,0.271,1.675,1.675,1.675,1.000,2.000,0.281,0.267,0.271,3.000,2.785,2.785
PLTR,2026-08-05,5,L,A,1.417,1.000,-1.250,1.079,0.752,0.845,-1.250,-1.250,-1.250,1.000,-1.250,1.079,0.752,0.845,-1.250,-1.250,-1.250
PLTR,2026-08-11,21,L,C,8.607,1.000,2.000,7.116,6.285,6.522,3.000,4.000,5.000,1.000,2.000,7.116,6.285,6.522,3.000,4.000,5.000
AMZN,2024-09-27,14,S,C,-1.000,-1.250,-1.250,-1.250,-0.851,-0.965,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.851,-0.965,-1.250,-1.250,-1.250
AMZN,2024-10-22,54,L,C,-1.000,-1.033,-1.033,-1.033,-1.056,-1.050,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.056,-1.050,-1.033,-1.033,-1.033
AMZN,2024-11-04,15,L,A,0.858,1.000,0.979,0.809,0.235,0.399,0.979,0.979,0.979,1.000,-1.064,0.809,0.235,0.399,-1.064,-1.064,-1.064
AMZN,2024-11-26,19,L,C,0.700,1.000,2.000,0.025,0.025,0.025,3.000,4.000,5.000,1.000,2.000,0.025,0.025,0.025,3.000,4.000,5.000
AMZN,2024-11-26,40,L,C,2.548,1.000,2.000,3.000,2.147,2.391,3.000,-1.078,-1.078,1.000,2.000,3.000,2.147,2.391,3.000,-1.078,-1.078
AMZN,2024-12-19,10,S,C,-1.000,-1.250,-1.250,-1.250,-0.401,-0.644,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.401,-0.644,-1.250,-1.250,-1.250
AMZN,2025-01-27,46,L,C,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMZN,2025-01-28,48,L,A,2.188,1.000,2.000,2.613,3.356,3.144,3.000,4.000,5.000,1.000,2.000,2.613,3.356,3.144,3.000,4.000,5.000
AMZN,2025-01-30,48,S,S,3.320,1.000,2.000,4.468,4.468,4.468,3.000,4.000,5.000,1.000,2.000,4.398,4.448,4.434,3.000,4.000,5.000
AMZN,2025-03-04,76,S,C,-1.000,1.000,2.000,-0.161,-0.161,-0.161,-0.161,-0.161,-0.161,1.000,2.000,-1.032,-0.942,-0.968,3.000,-1.032,-1.032
AMZN,2025-03-06,57,L,C,-1.000,-1.133,-1.133,-1.133,-1.215,-1.192,-1.133,-1.133,-1.133,-1.133,-1.133,-1.133,-1.215,-1.192,-1.133,-1.133,-1.133
AMZN,2025-03-14,37,S,A,1.583,1.000,2.000,2.317,2.235,2.258,3.000,-1.250,-1.250,1.000,2.000,2.317,2.235,2.258,3.000,-1.250,-1.250
AMZN,2025-04-08,17,S,A,0.982,1.000,-1.211,-0.754,-1.074,-0.982,-1.211,-1.211,-1.211,1.000,-1.211,-0.754,-1.074,-0.982,-1.211,-1.211,-1.211
AMZN,2025-04-15,12,L,C,0.600,1.000,2.000,0.395,1.262,1.014,-1.167,-1.167,-1.167,1.000,2.000,0.395,1.262,1.014,-1.167,-1.167,-1.167
AMZN,2025-04-15,34,S,C,-1.000,-1.065,-1.065,-1.065,-1.153,-1.127,-1.065,-1.065,-1.065,-1.065,-1.065,-1.065,-1.153,-1.127,-1.065,-1.065,-1.065
AMZN,2025-05-05,84,L,C,1.429,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,1.000,2.000,1.200,1.100,1.129,-1.043,-1.043,-1.043
AMZN,2025-05-21,32,S,C,-1.000,1.000,-1.114,-1.114,-1.209,-1.182,-1.114,-1.114,-1.114,1.000,-1.114,-1.114,-1.209,-1.182,-1.114,-1.114,-1.114
AMZN,2025-06-18,50,L,C,0.477,0.526,0.526,0.370,0.338,0.347,0.526,0.526,0.526,-1.108,-1.108,0.370,0.338,0.347,-1.108,-1.108,-1.108
AMZN,2025-07-21,18,L,C,0.551,1.000,2.000,0.205,0.071,0.109,1.564,1.564,1.564,1.000,2.000,0.205,0.071,0.109,3.000,4.000,5.000
AMZN,2025-08-07,17,L,C,2.470,1.000,2.000,4.136,4.491,4.389,3.000,4.000,5.000,1.000,2.000,4.136,4.491,4.389,3.000,4.000,5.000
AMZN,2025-08-27,16,L,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMZN,2025-11-17,12,S,A,-1.000,1.000,-1.250,-1.250,-0.819,-0.942,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-0.819,-0.942,-1.250,-1.250,-1.250
AMZN,2025-11-21,15,S,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMZN,2026-02-06,29,S,C,-1.000,-1.000,-1.000,-1.000,-1.118,-1.085,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.118,-1.085,-1.000,-1.000,-1.000
AMZN,2026-02-12,20,S,C,3.182,1.000,2.000,1.879,0.967,1.227,3.000,4.000,5.000,1.000,2.000,1.879,0.967,1.227,3.000,4.000,5.000
AMZN,2026-03-12,18,L,C,0.551,1.000,-1.250,-0.525,-1.032,-0.887,-1.250,-1.250,-1.250,1.000,-1.250,-0.525,-1.032,-0.887,-1.250,-1.250,-1.250
AMZN,2026-03-20,16,S,C,-1.000,1.000,2.000,-1.212,-0.942,-1.019,-1.212,-1.212,-1.212,1.000,2.000,-1.212,-0.942,-1.019,-1.212,-1.212,-1.212
AMZN,2026-04-28,18,L,A,0.654,1.000,0.901,0.714,0.522,0.577,0.901,0.901,0.901,1.000,-1.027,0.714,0.522,0.577,-1.027,-1.027,-1.027
AMZN,2026-05-04,52,L,S,4.984,1.000,2.000,8.356,9.413,9.111,3.000,4.000,5.000,1.000,2.000,8.356,9.413,9.111,3.000,4.000,5.000
AMZN,2026-05-12,13,S,A,0.793,1.000,-1.185,0.741,-0.607,-0.222,-1.185,-1.185,-1.185,1.000,-1.185,0.741,-0.607,-0.222,-1.185,-1.185,-1.185
AMZN,2026-05-19,19,S,A,-1.000,1.000,-1.138,-1.138,-1.146,-1.144,-1.138,-1.138,-1.138,1.000,-1.138,-1.138,-1.146,-1.144,-1.138,-1.138,-1.138
AMZN,2026-06-05,20,S,C,0.509,1.000,2.000,0.157,-0.225,-0.116,3.000,0.731,0.731,1.000,2.000,0.157,-0.225,-0.116,3.000,4.000,5.000
AMZN,2026-07-15,20,L,A,2.153,1.000,2.000,3.315,2.965,3.065,3.000,4.000,5.000,1.000,2.000,3.315,2.965,3.065,3.000,4.000,5.000
META,2024-08-22,29,L,S,1.097,1.000,2.000,0.362,-0.228,-0.059,-1.250,-1.250,-1.250,1.000,2.000,0.362,-0.228,-0.059,-1.250,-1.250,-1.250
META,2024-09-25,52,L,A,-1.000,-1.163,-1.163,-1.163,-1.224,-1.206,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.224,-1.206,-1.163,-1.163,-1.163
META,2024-10-18,68,S,A,-1.000,-1.250,-1.250,-1.250,-1.111,-1.150,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.111,-1.150,-1.250,-1.250,-1.250
META,2024-11-13,11,S,C,1.665,1.000,2.000,1.922,1.525,1.639,3.000,-1.017,-1.017,1.000,2.000,1.922,1.525,1.639,3.000,-1.017,-1.017
META,2024-12-23,47,S,A,0.835,1.000,-1.250,0.700,0.758,0.741,-1.250,-1.250,-1.250,1.000,-1.250,0.700,0.758,0.741,-1.250,-1.250,-1.250
META,2025-01-14,9,S,A,2.806,1.000,2.000,5.102,4.173,4.439,3.000,4.000,5.000,1.000,2.000,5.102,4.173,4.439,3.000,4.000,5.000
META,2025-01-27,43,L,C,1.056,1.000,2.000,1.079,0.933,0.974,3.000,4.000,5.000,1.000,2.000,1.079,0.933,0.974,3.000,4.000,5.000
META,2025-01-31,7,L,C,1.437,1.000,2.000,2.264,2.251,2.255,3.000,4.000,5.000,1.000,2.000,2.264,2.251,2.255,3.000,4.000,5.000
META,2025-02-03,56,L,S,4.982,1.000,2.000,5.018,5.444,5.322,3.000,4.000,5.000,1.000,2.000,5.018,5.444,5.322,3.000,4.000,5.000
META,2025-02-05,22,L,C,-1.000,-1.250,-1.250,-1.250,-1.075,-1.125,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.075,-1.125,-1.250,-1.250,-1.250
META,2025-02-07,65,L,C,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
META,2025-02-21,78,S,A,1.416,1.000,-1.075,0.598,-0.210,0.021,-1.075,-1.075,-1.075,1.000,-1.075,0.598,-0.210,0.021,-1.075,-1.075,-1.075
META,2025-03-10,6,S,A,-1.000,1.000,2.000,-1.250,-1.250,-1.250,3.000,-1.250,-1.250,1.000,2.000,-1.250,-1.250,-1.250,3.000,-1.250,-1.250
META,2025-04-21,20,S,C,1.430,1.000,2.000,5.570,5.871,5.785,3.000,4.000,5.000,1.000,2.000,5.570,5.871,5.785,3.000,4.000,5.000
META,2025-05-16,36,S,C,-1.000,-1.250,-1.250,-1.250,-0.831,-0.951,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.831,-0.951,-1.250,-1.250,-1.250
META,2025-06-04,31,L,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
META,2025-06-06,5,L,S,1.832,1.000,2.000,2.312,1.863,1.991,-1.000,-1.000,-1.000,1.000,2.000,2.312,1.863,1.991,-1.000,-1.000,-1.000
META,2025-07-15,28,S,S,2.031,1.000,2.000,3.610,3.174,3.299,3.000,4.000,5.000,1.000,2.000,3.610,3.174,3.299,3.000,4.000,5.000
META,2025-08-06,49,S,S,0.428,-1.152,-1.152,0.182,0.039,0.080,-1.152,-1.152,-1.152,-1.152,-1.152,0.182,0.039,0.080,-1.152,-1.152,-1.152
META,2025-08-11,43,L,C,-1.000,1.000,2.000,-1.250,-1.250,-1.250,3.000,4.000,-1.250,1.000,2.000,-1.250,-1.250,-1.250,3.000,4.000,-1.250
META,2025-08-18,16,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
META,2025-10-24,21,S,S,-1.000,1.000,-1.250,-1.250,-1.155,-1.182,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.155,-1.182,-1.250,-1.250,-1.250
META,2025-10-30,22,L,A,0.787,1.000,-1.250,-1.250,-0.305,-0.575,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-0.305,-0.575,-1.250,-1.250,-1.250
META,2025-10-31,17,S,A,1.029,1.000,2.000,3.120,2.877,2.947,3.000,4.000,1.337,1.000,2.000,3.120,2.877,2.947,3.000,4.000,5.000
META,2025-10-31,28,S,A,-1.000,-1.250,-1.250,-1.250,-1.228,-1.234,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.228,-1.234,-1.250,-1.250,-1.250
META,2026-01-16,81,S,A,-1.000,-0.295,-0.295,-0.295,-0.295,-0.295,-0.295,-0.295,-0.295,-1.238,-1.238,-1.238,-1.152,-1.177,-1.238,-1.238,-1.238
META,2026-01-26,14,L,S,3.136,1.000,2.000,2.992,2.975,2.980,3.000,4.000,4.640,1.000,2.000,2.992,2.975,2.980,3.000,4.000,5.000
META,2026-02-17,32,S,C,-1.000,-1.188,-1.188,-1.188,-1.127,-1.144,-1.188,-1.188,-1.188,-1.188,-1.188,-1.188,-1.127,-1.144,-1.188,-1.188,-1.188
