sym,day,entry_i,side,sgrade,book_r,clock_flat_1r,clock_flat_2r,clock_hod_only,clock_30_30_30_10,clock_50_20_20_10,clock_flat_3r,clock_flat_4r,clock_flat_5r,noclock_flat_1r,noclock_flat_2r,noclock_hod_only,noclock_30_30_30_10,noclock_50_20_20_10,noclock_flat_3r,noclock_flat_4r,noclock_flat_5r
AAPL,2026-06-30,15,L,C,2.050,1.000,2.000,1.848,2.127,2.047,3.000,4.000,5.000,1.000,2.000,1.848,2.127,2.047,3.000,4.000,5.000
AAPL,2026-07-06,12,L,C,1.185,1.000,2.000,1.759,1.526,1.593,3.000,4.000,5.000,1.000,2.000,1.759,1.526,1.593,3.000,4.000,5.000
AAPL,2026-08-03,6,S,C,0.741,0.661,0.661,0.862,0.859,0.860,0.661,0.661,0.661,1.000,1.325,0.862,0.859,0.860,1.325,1.325,1.325
SPCX,2026-06-15,9,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
SPCX,2026-06-16,28,L,C,2.125,1.000,2.000,4.283,1.751,2.475,3.000,4.000,5.000,1.000,2.000,4.283,1.751,2.475,3.000,4.000,5.000
SPCX,2026-06-17,12,S,C,3.321,1.000,2.000,5.441,4.675,4.894,3.000,4.000,5.000,1.000,2.000,5.441,4.675,4.894,3.000,4.000,5.000
SPCX,2026-06-18,74,S,A,-1.000,1.000,2.000,-1.116,-1.210,-1.183,3.000,4.000,-1.116,1.000,2.000,-1.116,-1.210,-1.183,3.000,4.000,-1.116
SPCX,2026-06-18,89,S,C,-1.000,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,1.000,-1.250,-1.250,-0.563,-0.760,-1.250,-1.250,-1.250
SPCX,2026-06-24,26,S,C,-1.000,-1.043,-1.043,-1.043,-0.695,-0.794,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-0.695,-0.794,-1.043,-1.043,-1.043
SPCX,2026-06-29,25,S,C,6.000,1.000,2.000,5.690,5.026,5.216,3.000,4.000,5.000,1.000,2.000,5.690,5.026,5.216,3.000,4.000,5.000
SPCX,2026-07-02,44,S,C,7.001,1.000,2.000,0.784,0.784,0.784,3.000,4.000,5.000,1.000,2.000,7.892,7.679,7.740,3.000,4.000,5.000
SPCX,2026-07-08,79,S,A,-1.000,1.000,-1.250,-1.250,-0.953,-1.038,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-0.953,-1.038,-1.250,-1.250,-1.250
SPCX,2026-07-23,49,S,C,7.651,1.000,2.000,12.294,11.594,11.794,3.000,4.000,5.000,1.000,2.000,12.294,11.594,11.794,3.000,4.000,5.000
SPCX,2026-07-24,20,S,C,1.520,1.000,2.000,2.306,2.068,2.136,3.000,4.000,5.000,1.000,2.000,2.306,2.068,2.136,3.000,4.000,5.000
SPCX,2026-08-04,8,L,C,-1.000,1.000,-1.250,-1.250,-1.189,-1.207,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.189,-1.207,-1.250,-1.250,-1.250
SPCX,2026-08-05,31,L,C,9.467,1.000,2.000,8.867,7.770,8.083,3.000,4.000,5.000,1.000,2.000,8.867,7.770,8.083,3.000,4.000,5.000
SPCX,2026-08-20,41,S,C,-1.000,-1.250,-1.250,-1.250,0.268,-0.166,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.268,-0.166,-1.250,-1.250,-1.250
MSFT,2024-08-22,10,L,A,-1.000,-1.113,-1.113,-1.113,-1.209,-1.182,-1.113,-1.113,-1.113,-1.113,-1.113,-1.113,-1.209,-1.182,-1.113,-1.113,-1.113
MSFT,2024-09-13,17,L,C,-1.000,-1.108,-1.108,-1.108,-1.196,-1.171,-1.108,-1.108,-1.108,-1.108,-1.108,-1.108,-1.196,-1.171,-1.108,-1.108,-1.108
MSFT,2024-11-04,6,S,S,0.952,1.000,-1.250,1.123,0.371,0.586,-1.250,-1.250,-1.250,1.000,-1.250,1.123,0.371,0.586,-1.250,-1.250,-1.250
MSFT,2025-01-30,24,L,C,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MSFT,2025-02-28,33,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MSFT,2025-04-08,19,S,C,0.538,1.000,-1.250,0.496,-0.054,0.103,-1.250,-1.250,-1.250,1.000,-1.250,0.496,-0.054,0.103,-1.250,-1.250,-1.250
MSFT,2025-04-17,13,S,C,1.664,1.000,2.000,1.492,1.205,1.287,-1.250,-1.250,-1.250,1.000,2.000,1.492,1.205,1.287,-1.250,-1.250,-1.250
MSFT,2025-04-21,19,S,C,2.209,1.000,2.000,3.223,3.748,3.598,3.000,4.000,5.000,1.000,2.000,3.223,3.748,3.598,3.000,4.000,5.000
MSFT,2025-10-21,26,L,C,-1.000,-1.250,-1.250,-1.250,-1.185,-1.203,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.185,-1.203,-1.250,-1.250,-1.250
MSFT,2025-11-11,46,L,C,-1.000,-1.250,-1.250,-1.250,-1.124,-1.160,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.124,-1.160,-1.250,-1.250,-1.250
MSFT,2025-11-18,32,S,C,2.146,1.000,2.000,1.979,0.747,1.099,3.000,4.000,5.000,1.000,2.000,1.979,0.747,1.099,3.000,4.000,5.000
MSFT,2025-11-21,20,S,S,4.338,1.000,2.000,6.065,5.419,5.604,3.000,4.000,5.000,1.000,2.000,6.065,5.419,5.604,3.000,4.000,5.000
MSFT,2025-11-24,24,S,C,-1.000,1.000,2.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,2.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MSFT,2026-02-05,16,S,C,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MSFT,2026-02-13,86,S,C,1.044,-0.247,-0.247,-0.247,-0.247,-0.247,-0.247,-0.247,-0.247,1.000,2.000,1.671,1.458,1.519,-1.000,-1.000,-1.000
MSFT,2026-03-11,68,S,S,1.754,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434,1.000,2.000,3.656,3.770,3.738,3.000,4.000,-1.049
MSFT,2026-03-30,34,S,C,-1.000,-1.250,-1.250,-1.250,-0.808,-0.934,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.808,-0.934,-1.250,-1.250,-1.250
MSFT,2026-04-15,8,L,S,1.348,1.000,2.000,1.856,1.696,1.742,3.000,4.000,5.000,1.000,2.000,1.856,1.696,1.742,3.000,4.000,5.000
MSFT,2026-04-28,19,L,S,1.077,1.000,2.000,1.340,1.170,1.219,0.435,0.435,0.435,1.000,2.000,1.340,1.170,1.219,3.000,4.000,4.043
MSFT,2026-04-30,14,S,C,1.242,1.000,2.000,3.114,2.834,2.914,3.000,4.000,5.000,1.000,2.000,3.114,2.834,2.914,3.000,4.000,5.000
MSFT,2026-05-26,59,L,C,-1.000,-1.102,-1.102,-1.102,-1.206,-1.176,-1.102,-1.102,-1.102,-1.102,-1.102,-1.102,-1.206,-1.176,-1.102,-1.102,-1.102
MSFT,2026-05-29,41,L,A,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MSFT,2026-05-29,63,L,S,4.062,1.000,2.000,2.563,4.012,3.598,3.000,4.000,5.000,1.000,2.000,2.563,4.012,3.598,3.000,4.000,5.000
MSFT,2026-06-02,48,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MSFT,2026-06-08,6,S,S,1.299,1.000,-0.219,-0.219,-0.219,-0.219,-0.219,-0.219,-0.219,1.000,2.000,1.719,1.684,1.694,3.000,0.759,0.759
MSFT,2026-07-07,42,L,C,2.242,1.000,2.000,1.317,1.348,1.339,-0.356,-0.356,-0.356,1.000,2.000,1.317,1.348,1.339,-1.058,-1.058,-1.058
MSFT,2026-07-28,53,L,S,-1.000,-1.250,-1.250,-1.250,-0.941,-1.029,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.941,-1.029,-1.250,-1.250,-1.250
MSFT,2026-07-31,18,L,A,1.890,1.000,2.000,0.569,0.816,0.746,3.000,-1.250,-1.250,1.000,2.000,0.569,0.816,0.746,3.000,-1.250,-1.250
MSFT,2026-08-17,14,S,S,2.544,1.000,2.000,2.252,2.228,2.235,3.000,4.000,3.655,1.000,2.000,2.252,2.228,2.235,3.000,4.000,5.000
MU,2024-08-23,14,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MU,2024-08-23,36,L,C,1.459,1.000,2.000,0.689,0.841,0.797,3.000,-1.250,-1.250,1.000,2.000,0.689,0.841,0.797,3.000,-1.250,-1.250
MU,2024-08-28,14,S,C,2.816,1.000,2.000,3.368,6.445,5.566,3.000,4.000,5.000,1.000,2.000,3.368,6.445,5.566,3.000,4.000,5.000
MU,2024-09-06,19,S,C,3.203,1.000,2.000,1.905,3.838,3.286,3.000,4.000,5.000,1.000,2.000,1.905,3.838,3.286,3.000,4.000,5.000
MU,2024-09-09,13,S,C,4.111,1.000,2.000,4.278,4.589,4.500,3.000,4.000,5.000,1.000,2.000,4.278,4.589,4.500,3.000,4.000,5.000
MU,2024-10-22,48,S,A,0.969,1.000,2.000,1.053,0.684,0.790,0.895,0.895,0.895,1.000,2.000,1.053,0.684,0.790,-1.250,-1.250,-1.250
MU,2024-10-31,77,S,C,0.699,1.000,0.938,1.122,0.754,0.859,0.938,0.938,0.938,1.000,-1.250,1.122,0.754,0.859,-1.250,-1.250,-1.250
MU,2024-11-12,22,S,C,1.852,1.000,2.000,3.724,2.930,3.157,3.000,4.000,5.000,1.000,2.000,3.724,2.930,3.157,3.000,4.000,5.000
MU,2024-12-17,43,L,A,-1.000,1.000,-1.150,-1.150,-1.220,-1.200,-1.150,-1.150,-1.150,1.000,-1.150,-1.150,-1.220,-1.200,-1.150,-1.150,-1.150
MU,2024-12-19,14,S,S,-1.000,1.000,2.000,-1.020,-0.801,-0.863,-1.020,-1.020,-1.020,1.000,2.000,-1.020,-0.801,-0.863,-1.020,-1.020,-1.020
MU,2024-12-20,6,S,S,-1.000,1.000,2.000,-1.250,-1.250,-1.250,3.000,-1.250,-1.250,1.000,2.000,-1.250,-1.250,-1.250,3.000,-1.250,-1.250
MU,2024-12-23,43,S,S,-1.000,-1.147,-1.147,-1.147,-0.962,-1.015,-1.147,-1.147,-1.147,-1.147,-1.147,-1.147,-0.962,-1.015,-1.147,-1.147,-1.147
MU,2025-01-06,16,L,C,-1.000,-1.037,-1.037,-1.037,-0.123,-0.384,-1.037,-1.037,-1.037,-1.037,-1.037,-1.037,-0.123,-0.384,-1.037,-1.037,-1.037
MU,2025-01-07,25,L,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MU,2025-01-10,43,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MU,2025-01-21,47,L,A,3.235,1.000,2.000,1.698,1.990,1.907,3.000,1.115,1.115,1.000,2.000,1.698,1.990,1.907,3.000,4.000,5.000
MU,2025-01-28,8,S,A,1.667,1.000,2.000,1.333,1.297,1.307,3.000,-0.611,-0.611,1.000,2.000,1.333,1.297,1.307,3.000,4.000,5.000
MU,2025-02-06,17,L,C,2.666,1.000,2.000,5.398,5.936,5.783,3.000,4.000,5.000,1.000,2.000,5.398,5.936,5.783,3.000,4.000,5.000
MU,2025-02-28,11,S,C,-1.000,1.000,-1.000,-1.000,-0.987,-0.991,-1.000,-1.000,-1.000,1.000,-1.000,-1.000,-0.987,-0.991,-1.000,-1.000,-1.000
MU,2025-03-27,50,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MU,2025-03-31,22,S,C,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MU,2025-04-04,34,S,C,8.731,1.000,2.000,14.500,12.787,13.276,3.000,4.000,5.000,1.000,2.000,14.500,12.787,13.276,3.000,4.000,5.000
MU,2025-04-11,23,L,C,-1.000,1.000,2.000,-1.250,-1.250,-1.250,3.000,4.000,-1.250,1.000,2.000,-1.250,-1.250,-1.250,3.000,4.000,-1.250
MU,2025-04-14,16,S,A,1.495,1.000,2.000,-0.091,0.148,0.079,3.000,4.000,-1.250,1.000,2.000,-0.091,0.148,0.079,3.000,4.000,-1.250
MU,2025-04-15,21,L,C,-1.000,1.000,-1.071,-1.071,-0.455,-0.631,-1.071,-1.071,-1.071,1.000,-1.071,-1.071,-0.455,-0.631,-1.071,-1.071,-1.071
MU,2025-04-17,13,S,C,3.043,1.000,2.000,1.261,1.017,1.087,3.000,4.000,5.000,1.000,2.000,1.261,1.017,1.087,3.000,4.000,5.000
MU,2025-04-25,36,L,S,3.640,1.000,2.000,2.615,3.046,2.923,3.000,4.000,5.000,1.000,2.000,2.615,3.046,2.923,3.000,4.000,5.000
MU,2025-04-28,20,L,C,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MU,2025-05-05,35,L,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MU,2025-05-08,67,L,C,-1.000,-1.077,-1.077,-1.077,-1.198,-1.163,-1.077,-1.077,-1.077,-1.077,-1.077,-1.077,-1.198,-1.163,-1.077,-1.077,-1.077
MU,2025-06-05,63,L,C,-1.000,-1.250,-1.250,-1.250,-0.725,-0.875,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.725,-0.875,-1.250,-1.250,-1.250
MU,2025-07-02,9,S,A,0.850,1.000,2.000,2.050,0.755,1.125,3.000,4.000,-1.250,1.000,2.000,2.050,0.755,1.125,3.000,4.000,-1.250
MU,2025-07-10,31,S,C,0.462,1.000,-1.082,0.577,0.119,0.250,-1.082,-1.082,-1.082,1.000,-1.082,0.577,0.119,0.250,-1.082,-1.082,-1.082
MU,2025-08-25,44,L,A,-1.000,-1.250,-1.250,-1.250,-0.948,-1.034,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.948,-1.034,-1.250,-1.250,-1.250
MU,2025-09-02,17,S,C,-1.000,-1.250,-1.250,-1.250,-1.165,-1.189,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.165,-1.189,-1.250,-1.250,-1.250
MU,2025-09-10,52,L,C,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MU,2025-09-11,85,L,S,-1.000,1.000,2.000,2.679,2.679,2.679,2.679,2.679,2.679,1.000,2.000,-1.051,-0.908,-0.949,3.000,4.000,5.000
MU,2025-09-15,26,L,C,-1.000,-1.088,-1.088,-1.088,-1.049,-1.060,-1.088,-1.088,-1.088,-1.088,-1.088,-1.088,-1.049,-1.060,-1.088,-1.088,-1.088
MU,2025-11-03,16,S,C,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MU,2025-11-18,16,S,A,3.551,1.000,2.000,0.748,2.464,1.974,3.000,4.000,5.000,1.000,2.000,0.748,2.464,1.974,3.000,4.000,5.000
MU,2025-11-20,35,S,C,7.054,1.000,2.000,4.446,4.446,4.446,3.000,4.000,5.000,1.000,2.000,6.643,6.618,6.625,3.000,4.000,5.000
MU,2025-11-21,13,S,C,4.180,1.000,2.000,3.681,0.229,1.215,3.000,4.000,5.000,1.000,2.000,3.681,0.229,1.215,3.000,4.000,5.000
MU,2025-12-08,8,L,A,2.680,1.000,2.000,2.490,2.625,2.586,3.000,-1.068,-1.068,1.000,2.000,2.490,2.625,2.586,3.000,-1.068,-1.068
MU,2025-12-17,59,S,C,4.900,1.000,2.000,4.208,5.505,5.135,3.000,4.000,5.000,1.000,2.000,4.208,5.505,5.135,3.000,4.000,5.000
MU,2025-12-18,34,S,A,2.426,1.000,2.000,5.500,5.834,5.739,3.000,4.000,5.000,1.000,2.000,5.500,5.834,5.739,3.000,4.000,5.000
MU,2025-12-29,29,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MU,2026-01-12,54,L,C,-1.000,1.000,-1.050,-1.050,-1.190,-1.150,-1.050,-1.050,-1.050,1.000,-1.050,-1.050,-1.190,-1.150,-1.050,-1.050,-1.050
MU,2026-01-20,18,L,C,3.469,1.000,2.000,3.308,3.140,3.188,3.000,4.000,-1.250,1.000,2.000,3.308,3.140,3.188,3.000,4.000,-1.250
MU,2026-01-26,43,L,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MU,2026-02-04,28,S,C,14.264,1.000,2.000,21.692,18.133,19.150,3.000,4.000,5.000,1.000,2.000,21.692,18.133,19.150,3.000,4.000,5.000
MU,2026-02-12,16,L,C,-1.000,1.000,2.000,-1.250,-1.250,-1.250,3.000,-1.250,-1.250,1.000,2.000,-1.250,-1.250,-1.250,3.000,-1.250,-1.250
MU,2026-02-17,20,S,A,4.897,1.000,2.000,4.021,3.842,3.893,3.000,4.000,5.000,1.000,2.000,4.021,3.842,3.893,3.000,4.000,5.000
MU,2026-02-23,16,L,C,3.873,1.000,2.000,4.475,4.854,4.746,3.000,4.000,5.000,1.000,2.000,4.475,4.854,4.746,3.000,4.000,5.000
MU,2026-03-02,61,S,C,-1.000,1.000,2.000,-1.155,-1.184,-1.176,-1.155,-1.155,-1.155,1.000,2.000,-1.155,-1.184,-1.176,-1.155,-1.155,-1.155
MU,2026-03-05,43,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MU,2026-03-09,19,S,C,2.547,1.000,2.000,1.880,0.818,1.121,3.000,4.000,5.000,1.000,2.000,1.880,0.818,1.121,3.000,4.000,5.000
MU,2026-03-16,89,L,A,-1.000,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,-1.250,-1.250,-1.250,-0.558,-0.756,-1.250,-1.250,-1.250
MU,2026-03-18,27,L,S,-1.000,1.000,2.000,-1.250,-1.250,-1.250,3.000,-1.250,-1.250,1.000,2.000,-1.250,-1.250,-1.250,3.000,-1.250,-1.250
MU,2026-03-24,32,S,C,-1.000,1.000,-1.250,-1.250,-0.863,-0.973,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-0.863,-0.973,-1.250,-1.250,-1.250
MU,2026-03-25,71,S,C,-1.000,1.000,2.000,3.989,3.989,3.989,3.000,4.000,3.989,1.000,2.000,-1.250,-1.250,-1.250,3.000,4.000,5.000
MU,2026-03-26,15,S,S,2.409,1.000,2.000,1.944,2.184,2.116,3.000,4.000,3.009,1.000,2.000,1.944,2.184,2.116,3.000,4.000,5.000
MU,2026-03-30,72,S,C,-1.000,1.000,2.000,-1.250,-1.075,-1.125,-1.250,-1.250,-1.250,1.000,2.000,-1.250,-1.075,-1.125,-1.250,-1.250,-1.250
MU,2026-04-06,11,L,C,3.713,1.000,2.000,4.981,6.447,6.028,3.000,4.000,5.000,1.000,2.000,4.981,6.447,6.028,3.000,4.000,5.000
MU,2026-04-09,33,L,C,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MU,2026-04-22,35,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MU,2026-04-24,81,L,C,-1.000,1.000,2.000,0.626,0.626,0.626,0.626,0.626,0.626,1.000,2.000,-1.122,-1.022,-1.051,-1.122,-1.122,-1.122
MU,2026-05-15,27,S,C,2.095,1.000,2.000,4.166,3.066,3.380,3.000,4.000,5.000,1.000,2.000,4.166,3.066,3.380,3.000,4.000,5.000
MU,2026-05-20,11,S,C,-1.000,1.000,-1.250,-1.250,0.098,-0.287,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,0.098,-0.287,-1.250,-1.250,-1.250
MU,2026-05-21,22,L,C,2.670,1.000,2.000,2.906,2.982,2.960,3.000,4.000,5.000,1.000,2.000,2.906,2.982,2.960,3.000,4.000,5.000
MU,2026-05-22,84,L,C,2.811,1.000,0.487,0.487,0.487,0.487,0.487,0.487,0.487,1.000,2.000,2.075,1.828,1.899,3.000,4.000,5.000
MU,2026-05-28,66,L,C,3.160,1.000,1.227,1.227,1.227,1.227,1.227,1.227,1.227,1.000,2.000,2.884,2.401,2.539,3.000,4.000,-1.250
MU,2026-06-05,34,S,C,-1.000,1.000,2.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,2.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
MU,2026-06-09,56,S,A,-1.000,-1.061,-1.061,-1.061,-0.280,-0.503,-1.061,-1.061,-1.061,-1.061,-1.061,-1.061,-0.280,-0.503,-1.061,-1.061,-1.061
MU,2026-06-16,11,L,A,1.557,1.000,2.000,-1.401,-1.250,-1.250,3.000,-1.250,-1.250,1.000,2.000,-1.401,-1.250,-1.250,3.000,-1.250,-1.250
MU,2026-06-17,16,S,C,2.660,1.000,2.000,2.318,2.205,2.237,3.000,4.000,5.000,1.000,2.000,2.318,2.205,2.237,3.000,4.000,5.000
MU,2026-06-24,78,S,C,6.883,1.000,2.000,0.621,0.621,0.621,3.000,0.621,0.621,1.000,2.000,6.918,6.085,6.323,3.000,4.000,5.000
MU,2026-07-02,54,S,A,3.417,1.000,2.000,10.144,9.163,9.443,3.000,4.000,5.000,1.000,2.000,10.144,9.163,9.443,3.000,4.000,5.000
MU,2026-07-09,89,S,C,-1.000,-0.307,-0.307,-0.307,-0.307,-0.307,-0.307,-0.307,-0.307,-1.045,-1.045,-1.045,-1.189,-1.148,-1.045,-1.045,-1.045
MU,2026-07-27,12,S,C,0.412,1.000,-1.096,-0.476,-0.405,-0.425,-1.096,-1.096,-1.096,1.000,-1.096,-0.476,-0.405,-0.425,-1.096,-1.096,-1.096
MU,2026-07-29,36,S,S,6.600,1.000,2.000,7.196,7.660,7.528,3.000,4.000,5.000,1.000,2.000,7.196,7.660,7.528,3.000,4.000,5.000
MU,2026-08-06,10,L,S,7.130,1.000,2.000,5.500,12.795,10.711,3.000,4.000,5.000,1.000,2.000,5.500,12.795,10.711,3.000,4.000,5.000
MU,2026-08-11,19,S,A,-1.000,1.000,-1.250,-1.250,0.079,-0.301,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,0.079,-0.301,-1.250,-1.250,-1.250
INTC,2025-02-18,7,L,S,0.602,1.000,2.000,1.409,1.409,1.409,-1.087,-1.087,-1.087,1.000,2.000,1.409,1.409,1.409,-1.087,-1.087,-1.087
INTC,2025-03-18,57,L,C,0.674,1.000,2.000,1.818,1.500,1.591,-0.364,-0.364,-0.364,1.000,2.000,1.818,1.500,1.591,-1.250,-1.250,-1.250
INTC,2025-04-23,61,L,S,-1.000,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-1.045,-1.045,-1.045,-1.109,-1.091,-1.045,-1.045,-1.045
INTC,2025-09-26,23,L,C,-1.000,1.000,2.000,-1.192,-1.233,-1.221,-1.192,-1.192,-1.192,1.000,2.000,-1.192,-1.233,-1.221,-1.192,-1.192,-1.192
INTC,2025-11-03,20,S,C,1.153,1.000,2.000,1.075,1.057,1.062,3.000,4.000,5.000,1.000,2.000,1.075,1.057,1.062,3.000,4.000,5.000
INTC,2025-11-18,16,S,C,0.714,1.000,2.000,0.664,0.774,0.742,3.000,-1.071,-1.071,1.000,2.000,0.664,0.774,0.742,3.000,-1.071,-1.071
INTC,2025-12-02,14,L,C,7.000,1.000,2.000,3.999,4.527,4.376,3.000,4.000,5.000,1.000,2.000,3.999,4.527,4.376,3.000,4.000,5.000
INTC,2026-01-21,53,L,C,4.355,1.000,2.000,4.250,4.314,4.296,3.000,4.000,5.000,1.000,2.000,4.250,4.314,4.296,3.000,4.000,5.000
INTC,2026-01-26,10,S,S,3.115,1.000,2.000,1.192,1.421,1.355,3.000,4.000,5.000,1.000,2.000,1.192,1.421,1.355,3.000,4.000,5.000
INTC,2026-02-25,9,L,S,1.211,1.000,-1.250,0.250,-0.025,0.054,-1.250,-1.250,-1.250,1.000,-1.250,0.250,-0.025,0.054,-1.250,-1.250,-1.250
INTC,2026-03-11,15,L,A,-1.000,-1.038,-1.038,-1.038,-1.119,-1.096,-1.038,-1.038,-1.038,-1.038,-1.038,-1.038,-1.119,-1.096,-1.038,-1.038,-1.038
INTC,2026-04-21,26,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
INTC,2026-04-24,86,L,A,-1.000,1.000,2.000,3.913,3.913,3.913,3.000,4.000,3.913,1.000,2.000,-1.250,-1.212,-1.223,3.000,4.000,-1.250
INTC,2026-05-13,12,S,A,3.375,1.000,2.000,5.138,4.833,4.920,3.000,4.000,5.000,1.000,2.000,5.138,4.833,4.920,3.000,4.000,5.000
INTC,2026-05-18,23,S,A,-1.000,1.000,2.000,-1.250,-0.223,-0.516,3.000,4.000,5.000,1.000,2.000,-1.250,-0.223,-0.516,3.000,4.000,5.000
INTC,2026-05-22,49,L,S,3.235,1.000,2.000,4.809,4.984,4.934,3.000,4.000,5.000,1.000,2.000,4.809,4.984,4.934,3.000,4.000,5.000
INTC,2026-06-03,24,S,C,6.028,1.000,2.000,7.135,7.170,7.160,3.000,4.000,5.000,1.000,2.000,7.135,7.170,7.160,3.000,4.000,5.000
INTC,2026-06-04,57,L,C,-1.000,1.000,2.000,-1.172,-1.100,-1.121,-1.172,-1.172,-1.172,1.000,2.000,-1.172,-1.100,-1.121,-1.172,-1.172,-1.172
INTC,2026-06-08,32,S,C,-1.000,1.000,2.000,-1.250,-1.104,-1.146,-1.250,-1.250,-1.250,1.000,2.000,-1.250,-1.104,-1.146,-1.250,-1.250,-1.250
INTC,2026-06-10,12,L,C,3.405,1.000,2.000,2.259,1.927,2.022,3.000,4.000,5.000,1.000,2.000,2.259,1.927,2.022,3.000,4.000,5.000
INTC,2026-06-12,13,L,C,-1.000,1.000,-1.250,-1.250,-0.614,-0.795,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-0.614,-0.795,-1.250,-1.250,-1.250
