Datetime,Adj Close,Close,High,Low,Open,Volume
2026-07-06 04:00:00-04:00,748.5699,748.5699,748.6,746.25,747.02,0
2026-07-06 04:01:00-04:00,748.62,748.62,748.6205,746.34,748.57,0
2026-07-06 04:02:00-04:00,748.67,748.67,748.81,748.5952,748.65,0
2026-07-06 04:03:00-04:00,747.36,747.36,748.69,746.26,748.66,0
2026-07-06 04:04:00-04:00,747.1,747.1,748.67,746.27,748.63,0
2026-07-06 04:05:00-04:00,747.85,747.85,748.72,746.75,748.62,0
2026-07-06 04:06:00-04:00,747.82,747.82,748.7882,747.78,748.7,0
2026-07-06 04:07:00-04:00,747.57,747.57,748.7482,746.46,746.83,0
2026-07-06 04:08:00-04:00,748.71,748.71,748.79,746.78,746.78,0
2026-07-06 04:09:00-04:00,748.74,748.74,748.88,747.0,747.24,0
2026-07-06 04:10:00-04:00,748.7057,748.7057,748.7985,748.67,748.7788,0
2026-07-06 04:11:00-04:00,748.4,748.4,748.6604,748.4,748.6604,0
2026-07-06 04:12:00-04:00,748.17,748.17,748.41,748.17,748.41,0
2026-07-06 04:13:00-04:00,748.17,748.17,748.18,748.06,748.18,0
2026-07-06 04:14:00-04:00,748.23,748.23,748.24,748.15,748.17,0
2026-07-06 04:15:00-04:00,748.07,748.07,748.2237,748.07,748.2,0
2026-07-06 04:16:00-04:00,747.89,747.89,748.15,747.89,748.13,0
2026-07-06 04:17:00-04:00,748.04,748.04,748.09,747.98,747.98,0
2026-07-06 04:18:00-04:00,748.09,748.09,748.1285,748.0112,748.05,0
2026-07-06 04:19:00-04:00,748.25,748.25,748.25,748.1312,748.1312,0
2026-07-06 04:20:00-04:00,748.28,748.28,748.29,748.18,748.29,0
2026-07-06 04:21:00-04:00,748.31,748.31,748.36,748.3,748.35,0
2026-07-06 04:22:00-04:00,748.3291,748.3291,748.4,748.3291,748.4,0
2026-07-06 04:23:00-04:00,748.3085,748.3085,748.32,748.19,748.32,0
2026-07-06 04:24:00-04:00,748.36,748.36,748.41,748.35,748.38,0
2026-07-06 04:25:00-04:00,748.45,748.45,748.45,748.39,748.39,0
2026-07-06 04:26:00-04:00,748.4087,748.4087,748.449,748.38,748.44,0
2026-07-06 04:27:00-04:00,748.45,748.45,748.45,748.381,748.44,0
2026-07-06 04:28:00-04:00,748.36,748.36,748.43,748.36,748.42,0
2026-07-06 04:29:00-04:00,748.4,748.4,748.4,748.35,748.35,0
2026-07-06 04:30:00-04:00,748.3604,748.3604,748.41,748.3604,748.41,0
2026-07-06 04:31:00-04:00,748.33,748.33,748.43,748.33,748.3705,0
2026-07-06 04:32:00-04:00,748.28,748.28,748.34,748.27,748.3285,0
2026-07-06 04:33:00-04:00,748.31,748.31,748.38,748.3087,748.3087,0
2026-07-06 04:34:00-04:00,748.1597,748.1597,748.24,748.1597,748.24,0
2026-07-06 04:35:00-04:00,748.21,748.21,748.24,748.1459,748.1597,0
2026-07-06 04:36:00-04:00,748.16,748.16,748.1792,748.14,748.17,0
2026-07-06 04:37:00-04:00,748.0797,748.0797,748.15,748.03,748.15,0
2026-07-06 04:38:00-04:00,748.1291,748.1291,748.1469,748.11,748.1469,0
2026-07-06 04:39:00-04:00,748.17,748.17,748.17,748.11,748.11,0
2026-07-06 04:40:00-04:00,748.43,748.43,748.43,748.209,748.209,0
2026-07-06 04:41:00-04:00,748.39,748.39,748.42,748.39,748.42,0
2026-07-06 04:42:00-04:00,748.38,748.38,748.39,748.34,748.35,0
2026-07-06 04:43:00-04:00,748.35,748.35,748.44,748.35,748.39,0
2026-07-06 04:44:00-04:00,748.36,748.36,748.46,748.36,748.45,0
2026-07-06 04:45:00-04:00,748.2617,748.2617,748.39,748.2617,748.39,0
2026-07-06 04:46:00-04:00,748.26,748.26,748.31,748.24,748.3095,0
2026-07-06 04:47:00-04:00,748.28,748.28,748.32,748.26,748.289,0
2026-07-06 04:48:00-04:00,748.33,748.33,748.35,748.221,748.221,0
2026-07-06 04:49:00-04:00,748.37,748.37,748.37,748.33,748.36,0
2026-07-06 04:50:00-04:00,748.35,748.35,748.3795,748.31,748.3795,0
2026-07-06 04:51:00-04:00,748.35,748.35,748.37,748.34,748.34,0
2026-07-06 04:52:00-04:00,748.38,748.38,748.42,748.375,748.375,0
2026-07-06 04:53:00-04:00,748.31,748.31,748.4,748.31,748.4,0
2026-07-06 04:54:00-04:00,748.3412,748.3412,748.36,748.3412,748.36,0
2026-07-06 04:55:00-04:00,748.3212,748.3212,748.35,748.3195,748.35,0
2026-07-06 04:56:00-04:00,748.38,748.38,748.43,748.38,748.38,0
2026-07-06 04:57:00-04:00,748.39,748.39,748.409,748.36,748.4064,0
2026-07-06 04:58:00-04:00,748.549,748.549,748.549,748.38,748.39,0
2026-07-06 04:59:00-04:00,748.47,748.47,748.55,748.44,748.54,0
2026-07-06 05:00:00-04:00,748.36,748.36,748.47,748.34,748.47,0
2026-07-06 05:01:00-04:00,748.43,748.43,748.47,748.36,748.37,0
2026-07-06 05:02:00-04:00,748.4295,748.4295,748.48,748.421,748.48,0
2026-07-06 05:03:00-04:00,748.3482,748.3482,748.42,748.3287,748.42,0
2026-07-06 05:04:00-04:00,748.31,748.31,748.43,748.31,748.4,0
2026-07-06 05:05:00-04:00,748.3,748.3,748.33,748.3,748.32,0
2026-07-06 05:06:00-04:00,748.46,748.46,748.51,748.37,748.37,0
2026-07-06 05:07:00-04:00,748.39,748.39,748.44,748.39,748.44,0
2026-07-06 05:08:00-04:00,748.38,748.38,748.4,748.35,748.4,0
2026-07-06 05:09:00-04:00,748.37,748.37,748.37,748.33,748.36,0
2026-07-06 05:10:00-04:00,748.31,748.31,748.37,748.31,748.37,0
2026-07-06 05:11:00-04:00,748.22,748.22,748.289,748.22,748.289,0
2026-07-06 05:12:00-04:00,748.21,748.21,748.29,748.14,748.29,0
2026-07-06 05:13:00-04:00,748.13,748.13,748.21,748.13,748.21,0
2026-07-06 05:14:00-04:00,748.15,748.15,748.16,748.09,748.14,0
2026-07-06 05:15:00-04:00,748.2212,748.2212,748.3,748.2,748.24,0
2026-07-06 05:16:00-04:00,748.28,748.28,748.3099,748.28,748.3,0
2026-07-06 05:17:00-04:00,748.33,748.33,748.34,748.2717,748.3187,0
2026-07-06 05:18:00-04:00,748.3292,748.3292,748.36,748.3,748.34,0
2026-07-06 05:19:00-04:00,748.21,748.21,748.3,748.21,748.3,0
2026-07-06 05:20:00-04:00,748.16,748.16,748.18,748.15,748.18,0
2026-07-06 05:21:00-04:00,748.17,748.17,748.2,748.15,748.18,0
2026-07-06 05:22:00-04:00,748.28,748.28,748.28,748.22,748.22,0
2026-07-06 05:23:00-04:00,748.38,748.38,748.4,748.3,748.31,0
2026-07-06 05:24:00-04:00,748.349,748.349,748.37,748.34,748.37,0
2026-07-06 05:25:00-04:00,748.41,748.41,748.41,748.36,748.37,0
2026-07-06 05:26:00-04:00,748.37,748.37,748.46,748.37,748.46,0
2026-07-06 05:27:00-04:00,748.43,748.43,748.43,748.38,748.38,0
2026-07-06 05:28:00-04:00,748.43,748.43,748.46,748.42,748.43,0
2026-07-06 05:29:00-04:00,748.4415,748.4415,748.65,748.39,748.42,0
2026-07-06 05:30:00-04:00,748.3987,748.3987,748.48,748.38,748.48,0
