Account Name,Adjusted Cost,Adjusted Proceeds,Avg Buy Price,Avg Sell Price,Exit Efficiency,Best Exit,Best Exit Price,Best Exit Time,Close Date,Close Time,Commission,Custom Tags,Duration,Entry Price,Executions,Exit Price,Gross P&L,Trade Risk,Initial Target,Instrument,Spread Type,Mistakes,Net P&L,Net ROI,Open Date,Open Time,Pips,Reward Ratio,Points,Position MAE,Position MFE,Price MAE,Price MFE,Realized RR,Return Per Pip,Reviewed,Side,Status,Playbook,Symbol,Ticks Value,Ticks Per Contract,Fee,Swap,Rating,Quantity,Zella Score
Backtesting,427100.0,428040.0,213.55,214.02,,6100.0,210.5,2024-01-18 15:36:00 UTC,2024-01-18,10:42:00 EST,0.0,"",360.0,213.55,2,214.02,-940.0,-940.0,2020.0,TSLA,stock,"",-940.0,-0.00219606,2024-01-18,10:36:00 EST,,2.14893617,,-1020.0,1460.0,214.06,212.82,-1.0,,false,short,Loss,"Break and Retest , One Candle Rule",TSLA,,,0.0,0.0,,2000.0,-92.15686275
Backtesting,426800.0,423900.0,213.4,211.95,37.27,7779.8,209.51,2024-01-18 16:44:00 UTC,2024-01-18,10:57:45 EST,0.0,"",825.0,213.3999,2,211.95,2899.8,-1320.2,2899.8,TSLA,stock,"",2899.8,0.00684076,2024-01-18,10:44:00 EST,,2.19648538,,-180.2,3639.8,213.49,211.58,2.19648538,,false,short,Win,"Break and Retest , One Candle Rule",TSLA,,,0.0,0.0,,2000.0,79.66921259
Backtesting,232754.5,234250.5,211.595,212.955,85.27,1754.5,213.19,2024-01-19 14:39:00 UTC,2024-01-19,09:43:00 EST,0.0,"",240.0,211.595,2,212.955,1496.0,-940.5,2128.5,TSLA,stock,"",1496.0,0.00642737,2024-01-19,09:39:00 EST,,2.26315789,,-368.5,1644.5,211.26,213.09,1.59064327,,false,long,Win,"Break and Retest , One Candle Rule",TSLA,,,0.0,0.0,,1100.0,90.96989967
Backtesting,638176.0,637164.0,580.16,579.24,,,,,2024-01-19,10:49:45 EST,0.0,"",465.0,580.1601,2,579.24,-1012.11,-1012.11,2309.89,NVDA,stock,"",-1012.11,-0.00158594,2024-01-19,10:42:00 EST,,2.28225193,,-574515.26,0.0,57.8735,58.098,-1.0,,false,long,Loss,"Break and Retest , One Candle Rule",NVDA,,,0.0,0.0,,1100.0,-0.17616764
Backtesting,638295.9,640552.0,580.269,582.32,,,,,2024-01-19,11:05:38 EST,0.0,"",158.0,580.2694,2,582.32,2255.66,-1066.34,2255.66,NVDA,stock,"",2255.66,0.00353388,2024-01-19,11:03:00 EST,,2.11532907,,-574474.34,0.0,58.02,58.232,2.11532907,,false,long,Win,"Break and Retest , One Candle Rule",NVDA,,,0.0,0.0,,1100.0,0.39264765
Backtesting,255606.0,254604.0,213.005,212.17,,5754.12,217.8,2024-01-22 14:41:00 UTC,2024-01-22,09:43:35 EST,0.0,"",155.0,213.0049,2,212.17,-1001.88,-1001.88,2118.12,TSLA,stock,"",-1001.88,-0.00391963,2024-01-22,09:41:00 EST,,2.11414541,,-1109.88,234.12,212.08,213.2,-1.0,,false,long,Loss,"Break and Retest , One Candle Rule",TSLA,,,0.0,0.0,,1200.0,-90.26921829
Backtesting,255762.0,258432.0,213.135,215.36,47.7,5598.0,217.8,2024-01-22 14:49:00 UTC,2024-01-22,09:55:01 EST,0.0,"",361.0,213.135,2,215.36,2670.0,-1158.0,2670.0,TSLA,stock,"",2670.0,0.01043939,2024-01-22,09:49:00 EST,,2.30569948,,-330.0,3054.0,212.86,215.68,2.30569948,,false,long,Win,"Break and Retest , One Candle Rule",TSLA,,,0.0,0.0,,1200.0,87.42632613
Backtesting,566181.0,567273.5,595.98,597.13,,510033.15,59.103,2024-01-22 15:08:00 UTC,2024-01-22,10:09:31 EST,0.0,"",91.0,595.98,2,597.13,-1092.5,-1092.5,2280.0,NVDA,stock,"",-1092.5,-0.00192588,2024-01-22,10:08:00 EST,,2.08695652,,509418.5,509664.55,59.75,59.491,-1.0,,false,short,Loss,"Break and Retest , One Candle Rule",NVDA,,,0.0,0.0,,950.0,-207482.62548263
Backtesting,892110.0,890055.0,594.74,593.37,0.26,803505.0,59.07,2024-01-22 15:26:00 UTC,2024-01-22,10:26:48 EST,0.0,"",48.0,594.74,2,593.37,2055.0,-1020.0,2055.0,NVDA,stock,"",2055.0,0.00230885,2024-01-22,10:26:00 EST,,2.01470588,,802884.0,803157.0,59.484,59.302,2.01470588,,false,short,Win,"Break and Retest , One Candle Rule",NVDA,,,0.0,0.0,,1500.0,-293343.95604396
Backtesting,383340.75,381270.5,589.755,586.57,0.6,345260.565,58.585,2024-01-23 14:34:00 UTC,2024-01-23,09:35:12 EST,0.0,"",72.0,589.7551,2,586.57,2070.315,-1075.685,2070.315,NVDA,stock,"",2070.315,0.00543004,2024-01-23,09:34:00 EST,,1.92464801,,344999.59,345239.765,58.9865,58.617,1.92464801,,false,short,Win,"Break and Retest , One Candle Rule",NVDA,,,0.0,0.0,,650.0,-142783.08525034
Backtesting,451395.0,452355.0,601.86,603.14,,406365.75,60.039,2024-01-24 14:39:00 UTC,2024-01-24,09:46:55 EST,0.0,"",475.0,601.86,2,603.14,-960.0,-960.0,2070.0,NVDA,stock,"",-960.0,-0.00212223,2024-01-24,09:39:00 EST,,2.15625,,406127.25,406365.75,60.357,60.039,-1.0,,false,short,Loss,"Break and Retest , One Candle Rule",NVDA,,,0.0,0.0,,750.0,-170686.47798742
Backtesting,517905.0,520081.0,609.3,611.86,,,,,2024-01-24,09:55:31 EST,0.0,"",91.0,609.3,2,611.86,2176.0,-1003.0,2176.0,NVDA,stock,"",2176.0,0.00420154,2024-01-24,09:54:00 EST,,2.16949153,,-466138.3,0.0,60.902,61.2,2.16949153,,false,long,Win,"Break and Retest , One Candle Rule",NVDA,,,0.0,0.0,,850.0,0.46681425
Backtesting,159961.5,160990.0,188.19,189.4,,1011.5,187.0,2024-01-25 14:42:00 UTC,2024-01-25,09:45:04 EST,0.0,"",184.0,188.19,2,189.4,-1028.5,-1028.5,2116.5,TSLA,stock,"",-1028.5,-0.0063886,2024-01-25,09:42:00 EST,,2.05785124,,-1445.0,93.5,189.89,188.08,-1.0,,false,short,Loss,"Break and Retest , One Candle Rule",TSLA,,,0.0,0.0,,850.0,-71.17647059
Backtesting,159667.4,161007.0,187.844,189.42,,1482.145,186.1,2024-01-25 14:48:00 UTC,2024-01-25,09:50:43 EST,0.0,"",163.0,187.8437,2,189.42,-1339.855,-1339.855,2791.145,TSLA,stock,"",-1339.855,-0.00832172,2024-01-25,09:48:00 EST,,2.08316945,,-1339.855,147.645,189.42,187.67,-1.0,,false,short,Loss,"Break and Retest , One Candle Rule",TSLA,,,0.0,0.0,,850.0,-100.0
