Datetime,Open,High,Low,Close,Adj Close,Volume
2026-05-29T04:00:00-04:00,85.04,85.98,84.95,85.69,85.69,151771.751132
2026-05-29T04:01:00-04:00,85.51,85.97,85,85.52,85.52,51832
2026-05-29T04:02:00-04:00,85.5673,85.5673,85.5673,85.5673,85.5673,1681.35
2026-05-29T04:03:00-04:00,85.75,85.75,85.6,85.71,85.71,4575.815657
2026-05-29T04:04:00-04:00,85.6649,85.6649,85.5,85.5,85.5,1319
2026-05-29T04:05:00-04:00,85.19,85.58,85.19,85.48,85.48,7499
2026-05-29T04:06:00-04:00,85.55,85.55,85.37,85.45,85.45,1777.5
2026-05-29T04:07:00-04:00,85.37,85.44,85.37,85.38,85.38,4249
2026-05-29T04:08:00-04:00,85.39,85.5,85.34,85.5,85.5,3143.735932
2026-05-29T04:09:00-04:00,85.48,85.48,85.48,85.48,85.48,518.408225
2026-05-29T04:10:00-04:00,85.4061,85.4061,85.4061,85.4061,85.4061,228
2026-05-29T04:11:00-04:00,85.48,85.5,85.45,85.48,85.48,1912.334477
2026-05-29T04:12:00-04:00,85.45,85.5,85.4,85.5,85.5,2143.97069
2026-05-29T04:13:00-04:00,85.5,85.5,85.5,85.5,85.5,895.00548
2026-05-29T04:14:00-04:00,85.5,85.5,85.5,85.5,85.5,1214
2026-05-29T04:15:00-04:00,85.493,85.6,85.493,85.6,85.6,2463
2026-05-29T04:16:00-04:00,85.62,85.62,85.61,85.61,85.61,3325.057286
2026-05-29T04:17:00-04:00,85.6772,85.71,85.6772,85.71,85.71,1515
2026-05-29T04:18:00-04:00,85.7,85.7,85.67,85.67,85.67,1517.40604
2026-05-29T04:20:00-04:00,85.6548,85.6548,85.55,85.55,85.55,1012
2026-05-29T04:21:00-04:00,85.52,85.55,85.52,85.55,85.55,1181.003
2026-05-29T04:22:00-04:00,85.543,85.543,85.543,85.543,85.543,279
2026-05-29T04:24:00-04:00,85.54,85.54,85.4,85.4,85.4,4247
2026-05-29T04:25:00-04:00,85.4,85.4,85.4,85.4,85.4,663.233723
2026-05-29T04:27:00-04:00,85.3302,85.3302,85.3302,85.3302,85.3302,629
2026-05-29T04:28:00-04:00,85.4,85.41,85.4,85.41,85.41,1194
2026-05-29T04:29:00-04:00,85.4,85.45,85.4,85.45,85.45,649
2026-05-29T04:30:00-04:00,85.422,85.422,85.422,85.422,85.422,253.135322
2026-05-29T04:31:00-04:00,85.42,85.42,85.31,85.35,85.35,1540
2026-05-29T04:32:00-04:00,85.36,85.36,85.36,85.36,85.36,476
2026-05-29T04:33:00-04:00,85.34,85.36,85.28,85.28,85.28,1576.45338
2026-05-29T04:34:00-04:00,85.3022,85.3069,85.2595,85.2595,85.2595,561.888596
2026-05-29T04:35:00-04:00,85.26,85.26,85.18,85.18,85.18,2305
2026-05-29T04:36:00-04:00,85.17,85.17,85.17,85.17,85.17,536
2026-05-29T04:37:00-04:00,85.25,85.2956,85.25,85.2956,85.2956,405
2026-05-29T04:38:00-04:00,85.31,85.31,85.3,85.3,85.3,2439.0879
2026-05-29T04:39:00-04:00,85.25,85.25,85.18,85.18,85.18,2800
2026-05-29T04:40:00-04:00,85.26,85.3,85.26,85.3,85.3,1354
2026-05-29T04:41:00-04:00,85.26,85.35,85.26,85.35,85.35,1494
2026-05-29T04:43:00-04:00,85.28,85.28,85.28,85.28,85.28,373
2026-05-29T04:44:00-04:00,85.2,85.2,85.2,85.2,85.2,677
2026-05-29T04:46:00-04:00,85.17,85.2594,85.17,85.2594,85.2594,1268.033182
2026-05-29T04:48:00-04:00,85.15,85.15,85.15,85.15,85.15,908
