symbol,day,time,direction,bot_grade,bot_status,taken,min_since_open,stop_pct,dist_nearest_level_pct,levels_in_2r_path,clear_road,capture_rank_dir,body_ratio,displacement,open_pos_in_pd_range,with_day_trend,is_first_5min,risk_reward_room
AMD,2025-11-05,15:49,call,D,skipped_d,0,379.0,0.002,0.002,0,1,28,0.252,1.29,-0.42,1,0,5.0
AMD,2025-11-05,15:54,call,D,skipped_d,0,384.0,0.016,0.016,0,1,29,0.464,2.44,-0.42,1,0,5.0
AMD,2025-11-05,15:55,call,D,skipped_d,0,385.0,0.05,0.05,0,1,30,0.18,3.22,-0.42,1,0,5.0
AMD,2026-02-06,09:36,call,B,fired,0,6.0,0.464,0.39,1,0,1,0.592,1.45,0.48,1,0,5.0
AMD,2026-02-06,09:45,call,C,fired,0,15.0,0.686,0.686,0,1,2,0.966,2.16,0.48,1,0,5.0
AMD,2026-02-06,10:15,call,D,skipped_d,0,45.0,0.093,0.093,0,1,3,0.825,2.13,0.48,1,0,5.0
AMD,2026-02-06,10:16,call,C,fired,0,46.0,0.425,0.425,0,1,4,0.478,2.43,0.48,1,0,5.0
AMD,2026-02-06,10:18,call,C,fired,0,48.0,0.542,0.542,0,1,5,0.766,1.84,0.48,1,0,5.0
AMD,2026-02-06,10:41,put,D,skipped_d,0,71.0,0.227,0.572,0,0,1,0.028,1.47,0.48,0,0,2.52
AMD,2026-02-06,11:22,call,D,skipped_d,0,112.0,0.203,1.615,0,1,6,0.721,1.85,0.48,1,0,5.0
AMD,2026-02-06,12:45,put,D,skipped_d,0,195.0,0.187,2.022,0,0,2,0.804,1.48,0.48,0,0,5.0
AMD,2026-02-06,12:46,put,C,fired,0,196.0,0.247,1.963,0,0,3,0.347,1.44,0.48,0,0,5.0
AMD,2026-02-06,13:45,put,D,skipped_d,0,255.0,0.164,1.729,0,0,4,0.541,2.0,0.48,0,0,5.0
AMD,2026-02-06,13:48,call,D,skipped_d,0,258.0,0.154,1.667,0,1,7,0.286,1.57,0.48,1,0,5.0
AMD,2026-02-06,13:50,call,D,skipped_d,0,260.0,0.217,1.729,0,1,8,0.375,1.27,0.48,1,0,5.0
AMD,2026-02-06,13:50,put,D,skipped_d,0,260.0,0.164,1.729,0,0,5,0.375,1.27,0.48,0,0,5.0
AMD,2026-02-06,13:51,call,D,skipped_d,0,261.0,0.195,1.708,0,1,9,0.043,1.16,0.48,1,0,5.0
AMD,2026-02-06,13:51,put,D,skipped_d,0,261.0,0.185,1.708,0,0,6,0.043,1.16,0.48,0,0,5.0
AMD,2026-02-06,13:54,put,D,skipped_d,0,264.0,0.161,1.731,0,0,7,0.928,1.28,0.48,0,0,5.0
AMD,2026-02-06,15:10,call,D,skipped_d,0,340.0,0.176,1.409,0,1,10,0.019,1.31,0.48,1,0,5.0
AMD,2026-02-06,15:12,call,D,skipped_d,0,342.0,0.121,1.354,0,1,11,0.231,1.15,0.48,1,0,5.0
AMD,2026-03-09,09:39,put,D,skipped_d,1,9.0,0.152,0.152,0,0,1,0.266,1.0,-0.21,0,0,5.0
AMD,2026-03-09,09:42,put,C,fired,1,12.0,0.526,0.526,1,0,2,0.844,1.12,-0.21,0,0,5.0
AMD,2026-03-09,09:47,call,D,skipped_d,0,17.0,0.021,0.021,0,0,1,0.327,1.86,-0.21,1,0,5.0
AMD,2026-03-09,09:48,call,D,skipped_d,0,18.0,0.149,0.149,0,0,2,0.407,1.42,-0.21,1,0,2.3
AMD,2026-03-09,09:49,put,D,skipped_d,0,19.0,0.016,0.016,0,0,3,0.659,1.07,-0.21,0,0,5.0
AMD,2026-03-09,09:50,put,C,fired,0,20.0,0.58,0.58,1,0,4,0.769,2.01,-0.21,0,0,4.56
AMD,2026-03-09,09:58,put,C,skipped_tight_stop,0,28.0,0.246,0.246,0,0,5,0.229,1.01,-0.21,0,0,3.74
AMD,2026-03-09,10:05,call,D,skipped_d,0,35.0,0.323,0.167,1,0,3,0.891,2.51,-0.21,1,0,5.0
AMD,2026-03-09,10:10,call,D,skipped_d,0,40.0,0.01,0.01,0,0,4,0.754,1.54,-0.21,1,0,5.0
AMD,2026-03-09,10:14,put,D,skipped_d,0,44.0,0.052,0.052,0,0,6,0.694,1.4,-0.21,0,0,5.0
AMD,2026-03-09,10:15,put,D,skipped_d,0,45.0,0.029,0.029,0,0,7,0.02,1.56,-0.21,0,0,5.0
AMD,2026-03-09,10:17,call,B,fired,0,47.0,0.45,0.039,1,0,5,0.71,1.9,-0.21,1,0,5.0
AMD,2026-03-09,10:22,call,C,fired,0,52.0,0.27,0.27,0,0,6,0.996,1.97,-0.21,1,0,5.0
AMD,2026-03-09,10:30,call,D,skipped_d,0,60.0,0.055,0.055,0,0,7,0.71,1.93,-0.21,1,0,5.0
AMD,2026-03-09,10:31,call,D,skipped_d,0,61.0,0.047,0.047,0,0,8,0.113,1.6,-0.21,1,0,5.0
AMD,2026-03-09,10:36,call,C,fired,0,66.0,0.306,0.306,0,0,9,0.932,2.1,-0.21,1,0,5.0
AMD,2026-03-09,10:49,call,D,skipped_d,0,79.0,0.23,0.71,0,0,10,0.401,1.22,-0.21,1,0,5.0
AMD,2026-03-09,12:32,call,D,skipped_d,0,182.0,0.196,1.849,0,0,11,0.141,1.76,-0.21,1,0,5.0
AMD,2026-03-09,15:24,call,A+,fired,0,354.0,0.309,0.309,0,1,12,0.622,3.48,-0.21,1,0,5.0
AMD,2026-03-09,15:26,call,A+,fired,0,356.0,0.727,0.727,0,1,13,0.86,3.85,-0.21,1,0,5.0
AMD,2026-06-12,09:36,call,B,fired,0,6.0,1.247,1.141,0,1,1,0.853,2.88,1.28,1,0,5.0
AMD,2026-06-12,09:36,call,C,fired,0,6.0,1.141,1.141,0,1,2,0.853,2.88,1.28,1,0,5.0
AMD,2026-06-12,09:41,call,D,skipped_d,0,11.0,0.109,0.109,0,1,3,0.501,2.04,1.28,1,0,5.0
AMD,2026-06-12,09:43,call,C,skipped_tight_stop,1,13.0,0.483,0.376,0,1,4,0.84,1.44,1.28,1,0,5.0
AMD,2026-06-12,09:43,call,C,skipped_tight_stop,1,13.0,0.376,0.376,0,1,5,0.84,1.44,1.28,1,0,5.0
AMD,2026-06-12,09:46,call,C,fired,1,16.0,0.859,0.753,0,1,6,0.914,1.65,1.28,1,0,5.0
AMD,2026-06-12,09:46,call,C,fired,1,16.0,0.753,0.753,0,1,7,0.914,1.65,1.28,1,0,5.0
AMD,2026-06-12,11:56,call,D,skipped_d,0,146.0,0.487,1.37,0,1,8,0.476,1.06,1.28,1,0,5.0
AMZN,2026-01-07,09:35,call,B,fired,0,5.0,0.553,0.149,1,0,1,0.907,1.64,0.68,1,1,5.0
AMZN,2026-01-07,09:37,call,C,fired,0,7.0,0.309,0.214,1,0,2,0.73,1.63,0.68,1,0,5.0
AMZN,2026-01-07,09:41,call,D,skipped_d,0,11.0,0.006,0.006,0,1,3,0.628,1.33,0.68,1,0,5.0
AMZN,2026-01-07,09:56,call,D,skipped_d,0,26.0,0.062,0.062,0,1,4,0.151,1.26,0.68,1,0,5.0
AMZN,2026-01-07,09:57,call,D,skipped_d,0,27.0,0.039,0.039,0,1,5,0.233,1.11,0.68,1,0,5.0
AMZN,2026-01-07,09:59,call,C,fired,0,29.0,0.177,0.177,0,1,6,0.829,1.21,0.68,1,0,5.0
AMZN,2026-01-07,10:00,call,D,skipped_d,0,30.0,0.008,0.008,0,1,7,0.7,1.28,0.68,1,0,5.0
AMZN,2026-01-07,10:02,call,D,skipped_d,0,32.0,0.041,0.041,0,1,8,0.81,1.61,0.68,1,0,5.0
AMZN,2026-01-07,10:06,call,D,skipped_d,0,36.0,0.032,0.032,0,1,9,0.795,1.71,0.68,1,0,5.0
AMZN,2026-01-07,10:10,call,D,skipped_d,0,40.0,0.127,0.127,0,1,10,0.87,1.92,0.68,1,0,5.0
AMZN,2026-01-07,10:12,call,C,fired,0,42.0,0.291,0.291,0,1,11,0.9,2.11,0.68,1,0,5.0
AMZN,2026-01-07,10:16,call,D,skipped_d,0,46.0,0.008,0.008,0,1,12,0.37,1.72,0.68,1,0,5.0
AMZN,2026-01-07,10:35,call,D,skipped_d,0,65.0,0.082,0.082,0,1,13,0.873,1.59,0.68,1,0,5.0
AMZN,2026-01-07,10:39,call,D,skipped_d,0,69.0,0.137,0.137,0,1,14,0.516,2.8,0.68,1,0,5.0
AMZN,2026-01-07,10:41,call,D,skipped_d,1,71.0,0.041,0.041,0,1,15,0.273,2.17,0.68,1,0,5.0
AMZN,2026-01-07,10:42,call,D,skipped_d,1,72.0,0.012,0.012,0,1,16,0.417,1.39,0.68,1,0,5.0
AMZN,2026-01-07,10:45,call,D,skipped_d,1,75.0,0.008,0.008,0,1,17,0.028,1.39,0.68,1,0,5.0
AMZN,2026-01-07,10:46,call,D,skipped_d,1,76.0,0.004,0.004,0,1,18,0.126,1.38,0.68,1,0,5.0
AMZN,2026-01-07,10:47,call,D,skipped_d,1,77.0,0.035,0.035,0,1,19,0.246,1.45,0.68,1,0,5.0
AMZN,2026-01-07,11:35,put,D,skipped_d,0,125.0,0.067,0.001,0,0,1,0.193,1.28,0.68,0,0,5.0
AMZN,2026-01-07,11:45,call,D,skipped_d,0,135.0,0.035,0.035,0,1,20,0.404,1.98,0.68,1,0,5.0
AMZN,2026-01-07,11:46,call,D,skipped_d,0,136.0,0.108,0.108,0,1,21,0.84,2.79,0.68,1,0,5.0
AMZN,2026-01-07,11:50,call,D,skipped_d,0,140.0,0.069,0.069,0,1,22,0.093,2.43,0.68,1,0,5.0
AMZN,2026-01-07,11:51,call,D,skipped_d,0,141.0,0.119,0.119,0,1,23,0.87,1.87,0.68,1,0,5.0
AMZN,2026-01-07,11:53,call,C,fired,0,143.0,0.213,0.213,0,1,24,0.688,2.44,0.68,1,0,5.0
AMZN,2026-01-07,12:35,put,D,skipped_d,0,185.0,0.125,0.509,0,0,2,0.486,1.91,0.68,0,0,4.08
AMZN,2026-01-07,14:17,call,D,skipped_d,0,287.0,0.086,0.086,0,1,25,0.37,2.29,0.68,1,0,5.0
AMZN,2026-01-07,14:30,call,D,skipped_d,0,300.0,0.103,0.103,0,1,26,0.81,2.4,0.68,1,0,5.0
AMZN,2026-01-07,14:31,call,C,fired,0,301.0,0.177,0.177,0,1,27,0.783,2.78,0.68,1,0,5.0
AMZN,2026-01-07,14:50,call,D,skipped_d,0,320.0,0.016,0.016,0,1,28,0.429,1.68,0.68,1,0,5.0
AMZN,2026-01-07,14:51,call,D,skipped_d,0,321.0,0.008,0.008,0,1,29,0.2,1.75,0.68,1,0,5.0
AMZN,2026-01-07,15:40,call,D,skipped_d,0,370.0,0.027,0.027,0,0,30,0.262,2.18,0.68,1,0,5.0
AMZN,2026-01-07,15:41,call,D,skipped_d,0,371.0,0.029,0.029,0,0,31,0.071,2.2,0.68,1,0,5.0
AMZN,2026-01-07,15:42,call,D,skipped_d,0,372.0,0.111,0.111,0,0,32,0.795,2.61,0.68,1,0,3.7
AMZN,2026-01-07,15:46,call,D,skipped_d,0,376.0,0.02,0.02,0,0,33,0.708,2.37,0.68,1,0,5.0
AMZN,2026-01-07,15:47,call,D,skipped_d,0,377.0,0.095,0.095,0,0,34,0.818,1.91,0.68,1,0,4.52
AMZN,2026-01-07,15:51,call,D,skipped_d,0,381.0,0.017,0.017,0,0,35,0.111,1.87,0.68,1,0,5.0
AMZN,2026-01-07,15:52,call,D,skipped_d,0,382.0,0.046,0.046,0,0,36,0.506,1.86,0.68,1,0,5.0
AMZN,2026-01-07,15:54,call,D,skipped_d,0,384.0,0.058,0.058,0,0,37,0.22,1.32,0.68,1,0,5.0
GOOGL,2025-01-31,09:35,call,D,skipped_d,0,5.0,0.042,0.042,0,0,1,0.394,1.1,1.16,1,1,5.0
GOOGL,2025-01-31,09:36,call,D,skipped_d,0,6.0,0.044,0.044,0,0,2,0.029,0.91,1.16,1,0,5.0
GOOGL,2025-01-31,09:37,call,B,fired,0,7.0,0.358,0.054,0,1,3,0.892,1.15,1.16,1,0,5.0
GOOGL,2025-01-31,09:38,call,D,skipped_d,0,8.0,0.069,0.069,0,1,4,0.107,1.34,1.16,1,0,5.0
GOOGL,2025-01-31,09:39,call,C,skipped_tight_stop,0,9.0,0.167,0.167,0,1,5,0.543,1.4,1.16,1,0,5.0
GOOGL,2025-01-31,09:39,call,C,fired,0,9.0,0.471,0.167,0,1,6,0.543,1.4,1.16,1,0,5.0
GOOGL,2025-01-31,09:41,call,D,skipped_d,0,11.0,0.02,0.02,0,1,7,0.641,1.25,1.16,1,0,5.0
GOOGL,2025-01-31,09:44,call,A,fired,0,14.0,0.216,0.216,0,1,8,1.0,1.32,1.16,1,0,5.0
GOOGL,2025-01-31,09:46,call,D,skipped_d,0,16.0,0.038,0.038,0,1,9,0.151,1.22,1.16,1,0,5.0
GOOGL,2025-01-31,09:47,call,D,skipped_d,0,17.0,0.074,0.074,0,1,10,0.181,1.04,1.16,1,0,5.0
GOOGL,2025-01-31,09:48,call,D,skipped_d,0,18.0,0.103,0.103,0,1,11,0.105,0.75,1.16,1,0,5.0
GOOGL,2025-01-31,09:51,call,D,skipped_d,0,21.0,0.069,0.069,0,1,12,0.695,1.36,1.16,1,0,5.0
GOOGL,2025-01-31,10:13,call,D,skipped_d,0,43.0,0.195,0.46,0,1,13,0.244,2.63,1.16,1,0,5.0
GOOGL,2025-01-31,11:39,call,D,skipped_d,0,129.0,0.156,0.698,0,1,14,0.136,2.17,1.16,1,0,5.0
GOOGL,2025-01-31,14:29,put,D,skipped_d,0,299.0,0.078,0.683,0,0,1,0.298,1.07,1.16,0,0,5.0
GOOGL,2025-01-31,15:07,call,D,skipped_d,0,337.0,0.044,0.044,0,1,15,0.476,1.43,1.16,1,0,5.0
GOOGL,2025-01-31,15:10,call,D,skipped_d,0,340.0,0.029,0.029,0,1,16,0.364,1.11,1.16,1,0,5.0
GOOGL,2025-01-31,15:12,call,D,skipped_d,0,342.0,0.113,0.113,0,1,17,0.295,1.83,1.16,1,0,5.0
GOOGL,2025-01-31,15:15,call,D,skipped_d,0,345.0,0.034,0.034,0,1,18,0.375,1.31,1.16,1,0,5.0
GOOGL,2025-01-31,15:17,call,D,skipped_d,0,347.0,0.007,0.007,0,1,19,0.6,1.61,1.16,1,0,5.0
GOOGL,2025-01-31,15:18,call,D,skipped_d,0,348.0,0.052,0.052,0,1,20,0.529,1.42,1.16,1,0,5.0
GOOGL,2025-01-31,15:20,call,D,skipped_d,0,350.0,0.003,0.003,0,1,21,0.577,1.2,1.16,1,0,5.0
GOOGL,2025-01-31,15:21,call,D,skipped_d,0,351.0,0.049,0.049,0,1,22,0.815,1.24,1.16,1,0,5.0
GOOGL,2025-01-31,15:24,call,D,skipped_d,0,354.0,0.133,0.133,0,1,23,0.883,1.86,1.16,1,0,5.0
GOOGL,2025-01-31,15:25,call,D,skipped_d,0,355.0,0.039,0.039,0,1,24,0.625,1.96,1.16,1,0,5.0
GOOGL,2025-01-31,15:26,call,D,skipped_d,0,356.0,0.088,0.088,0,1,25,0.75,1.75,1.16,1,0,5.0
GOOGL,2025-01-31,15:30,call,D,skipped_d,0,360.0,0.064,0.064,0,1,26,0.52,1.6,1.16,1,0,5.0
GOOGL,2025-01-31,15:31,call,D,skipped_d,0,361.0,0.002,0.002,0,1,27,0.648,1.61,1.16,1,0,5.0
GOOGL,2025-01-31,15:36,call,D,skipped_d,0,366.0,0.015,0.015,0,1,28,0.32,1.42,1.16,1,0,5.0
GOOGL,2025-01-31,15:37,call,D,skipped_d,0,367.0,0.098,0.098,0,1,29,0.208,3.32,1.16,1,0,5.0
GOOGL,2025-01-31,15:41,call,D,skipped_d,0,371.0,0.054,0.054,0,1,30,0.591,1.39,1.16,1,0,5.0
GOOGL,2025-01-31,15:43,call,D,skipped_d,0,373.0,0.01,0.01,0,1,31,0.647,1.41,1.16,1,0,5.0
GOOGL,2025-01-31,15:46,call,D,skipped_d,0,376.0,0.147,0.147,0,1,32,0.737,1.41,1.16,1,0,5.0
GOOGL,2025-01-31,15:55,call,D,skipped_d,0,385.0,0.137,0.137,0,1,33,0.286,3.18,1.16,1,0,5.0
GOOGL,2025-01-31,15:56,call,C,fired,0,386.0,0.225,0.225,0,1,34,0.953,3.13,1.16,1,0,5.0
GOOGL,2025-01-31,15:57,call,C,fired,0,387.0,0.299,0.299,0,1,35,0.533,2.86,1.16,1,0,5.0
GOOGL,2025-10-22,09:40,call,B,fired,0,10.0,0.211,0.188,0,0,1,0.693,2.5,0.95,1,0,2.65
GOOGL,2025-10-22,09:44,call,D,skipped_d,0,14.0,0.075,0.075,0,0,2,0.706,1.45,0.95,1,0,5.0
GOOGL,2025-10-22,09:45,call,D,skipped_d,1,15.0,0.016,0.016,0,0,3,0.208,1.66,0.95,1,0,5.0
GOOGL,2025-10-22,09:45,call,D,skipped_d,1,15.0,0.039,0.016,0,0,4,0.208,1.66,0.95,1,0,5.0
GOOGL,2025-10-22,09:46,call,D,skipped_d,1,16.0,0.024,0.024,0,0,5,0.186,1.14,0.95,1,0,5.0
GOOGL,2025-10-22,09:46,call,D,skipped_d,1,16.0,0.047,0.024,0,0,6,0.186,1.14,0.95,1,0,5.0
GOOGL,2025-10-22,09:47,call,D,skipped_d,1,17.0,0.031,0.031,0,0,7,0.055,0.9,0.95,1,0,5.0
GOOGL,2025-10-22,09:48,call,D,skipped_d,1,18.0,0.045,0.045,0,0,8,0.197,0.72,0.95,1,0,5.0
GOOGL,2025-10-22,09:48,call,D,skipped_d,1,18.0,0.069,0.045,0,0,9,0.197,0.72,0.95,1,0,5.0
GOOGL,2025-10-22,09:50,call,C,fired,1,20.0,0.323,0.323,1,0,10,0.746,1.53,0.95,1,0,5.0
GOOGL,2025-10-22,09:50,call,C,fired,1,20.0,0.346,0.323,1,0,11,0.746,1.53,0.95,1,0,5.0
GOOGL,2025-10-22,09:51,call,D,skipped_d,1,21.0,0.221,0.221,0,0,12,0.666,1.34,0.95,1,0,2.39
GOOGL,2025-10-22,09:51,call,D,skipped_d,1,21.0,0.244,0.221,0,0,13,0.666,1.34,0.95,1,0,2.16
GOOGL,2025-10-22,09:55,call,D,skipped_d,1,25.0,0.024,0.024,0,0,14,0.699,2.37,0.95,1,0,5.0
GOOGL,2025-10-22,09:55,call,D,skipped_d,1,25.0,0.047,0.024,0,0,15,0.699,2.37,0.95,1,0,5.0
GOOGL,2025-10-22,10:55,put,D,skipped_d,0,85.0,0.069,0.069,0,0,1,0.454,1.55,0.95,1,0,5.0
GOOGL,2025-10-22,10:55,put,D,skipped_d,0,85.0,0.069,0.069,0,0,2,0.454,1.55,0.95,1,0,5.0
GOOGL,2025-10-22,11:01,call,C,fired,0,91.0,0.482,0.263,1,0,16,0.784,6.11,0.95,1,0,5.0
GOOGL,2025-10-22,11:01,call,C,fired,0,91.0,0.506,0.263,1,0,17,0.784,6.11,0.95,1,0,5.0
GOOGL,2025-10-22,11:02,call,D,skipped_d,0,92.0,0.192,0.192,0,0,18,0.732,5.5,0.95,1,0,2.9
GOOGL,2025-10-22,11:02,call,D,skipped_d,0,92.0,0.215,0.192,0,0,19,0.732,5.5,0.95,1,0,2.58
GOOGL,2025-10-22,11:13,call,D,skipped_d,0,103.0,0.129,0.129,0,0,20,0.75,2.03,0.95,1,0,4.79
GOOGL,2025-10-22,11:13,call,C,skipped_tight_stop,0,103.0,0.153,0.129,0,0,21,0.75,2.03,0.95,1,0,4.05
GOOGL,2025-10-22,11:17,call,D,skipped_d,0,107.0,0.108,0.108,0,0,22,0.207,1.15,0.95,1,0,5.0
GOOGL,2025-10-22,11:17,call,D,skipped_d,0,107.0,0.131,0.108,0,0,23,0.207,1.15,0.95,1,0,4.88
GOOGL,2025-10-22,11:34,put,D,skipped_d,0,124.0,0.142,0.142,0,0,3,0.315,1.67,0.95,1,0,5.0
GOOGL,2025-10-22,11:34,put,D,skipped_d,0,124.0,0.142,0.142,0,0,4,0.315,1.67,0.95,1,0,5.0
GOOGL,2025-10-22,11:35,put,C,fired,0,125.0,0.23,0.23,0,0,5,0.597,1.73,0.95,1,0,5.0
GOOGL,2025-10-22,11:35,put,C,fired,0,125.0,0.23,0.23,0,0,6,0.597,1.73,0.95,1,0,5.0
GOOGL,2025-10-22,11:44,put,D,skipped_d,0,134.0,0.016,0.016,0,0,7,0.761,2.46,0.95,1,0,5.0
GOOGL,2025-10-22,11:44,put,D,skipped_d,0,134.0,0.016,0.016,0,0,8,0.761,2.46,0.95,1,0,5.0
GOOGL,2025-10-22,11:48,call,C,fired,0,138.0,0.21,0.175,0,0,24,0.101,0.79,0.95,0,0,2.49
GOOGL,2025-10-22,11:53,put,D,skipped_d,0,143.0,0.131,0.131,0,0,9,0.569,2.44,0.95,1,0,5.0
GOOGL,2025-10-22,11:53,put,D,skipped_d,0,143.0,0.131,0.131,0,0,10,0.569,2.44,0.95,1,0,5.0
GOOGL,2025-10-22,11:56,put,C,fired,0,146.0,0.182,0.182,0,0,11,0.744,1.08,0.95,1,0,5.0
GOOGL,2025-10-22,11:56,put,C,fired,0,146.0,0.182,0.182,0,0,12,0.744,1.08,0.95,1,0,5.0
GOOGL,2025-10-22,13:51,call,D,skipped_d,0,261.0,0.099,1.291,0,0,25,0.646,1.58,0.95,0,0,5.0
GOOGL,2025-10-22,13:52,call,D,skipped_d,0,262.0,0.141,1.248,0,0,26,0.611,1.61,0.95,0,0,5.0
GOOGL,2025-10-22,13:53,call,D,skipped_d,0,263.0,0.135,1.254,0,0,27,0.1,1.08,0.95,0,0,5.0
GOOGL,2025-10-22,15:17,put,D,skipped_d,0,347.0,0.076,0.632,0,0,13,0.071,1.47,0.95,1,0,5.0
GOOGL,2025-10-22,15:25,put,D,skipped_d,0,355.0,0.157,0.662,0,0,14,0.303,1.16,0.95,1,0,5.0
GOOGL,2025-10-22,15:26,put,D,skipped_d,0,356.0,0.159,0.664,0,0,15,0.154,1.28,0.95,1,0,5.0
GOOGL,2025-10-22,15:52,call,D,skipped_d,0,382.0,0.115,0.796,0,0,28,0.78,1.96,0.95,0,0,5.0
GOOGL,2026-01-13,09:41,call,B,fired,0,11.0,0.544,0.544,0,1,1,0.946,2.17,1.1,1,0,5.0
GOOGL,2026-01-13,09:43,call,D,skipped_d,0,13.0,0.198,0.198,0,1,2,0.704,1.42,1.1,1,0,5.0
GOOGL,2026-01-13,09:44,call,A,fired,0,14.0,0.224,0.224,0,1,3,0.074,1.76,1.1,1,0,5.0
GOOGL,2026-01-13,09:56,call,A,fired,0,26.0,0.204,0.204,0,1,4,0.889,1.33,1.1,1,0,5.0
GOOGL,2026-01-13,09:58,call,C,fired,0,28.0,0.242,0.242,0,1,5,0.667,1.49,1.1,1,0,5.0
GOOGL,2026-01-13,10:54,call,C,fired,0,84.0,0.201,0.201,0,0,6,0.929,2.32,1.1,1,0,2.44
GOOGL,2026-01-13,10:55,call,C,fired,0,85.0,0.261,0.261,1,0,7,0.585,2.21,1.1,1,0,5.0
GOOGL,2026-01-13,11:36,call,D,skipped_d,0,126.0,0.121,0.121,0,1,8,0.87,1.85,1.1,1,0,5.0
GOOGL,2026-01-13,11:37,call,D,skipped_d,0,127.0,0.03,0.03,0,1,9,0.699,1.3,1.1,1,0,5.0
GOOGL,2026-01-13,11:38,call,D,skipped_d,0,128.0,0.044,0.044,0,1,10,0.211,1.73,1.1,1,0,5.0
GOOGL,2026-01-13,11:40,call,D,skipped_d,0,130.0,0.065,0.065,0,1,11,0.287,1.68,1.1,1,0,5.0
GOOGL,2026-01-13,11:42,call,D,skipped_d,0,132.0,0.036,0.036,0,1,12,0.037,1.17,1.1,1,0,5.0
GOOGL,2026-01-13,11:44,call,D,skipped_d,0,134.0,0.004,0.004,0,1,13,0.301,0.95,1.1,1,0,5.0
GOOGL,2026-01-13,11:45,call,D,skipped_d,0,135.0,0.043,0.043,0,1,14,0.578,0.84,1.1,1,0,5.0
GOOGL,2026-01-13,11:46,call,D,skipped_d,0,136.0,0.021,0.021,0,1,15,0.286,0.96,1.1,1,0,5.0
GOOGL,2026-01-13,11:49,call,D,skipped_d,0,139.0,0.012,0.012,0,1,16,0.585,1.36,1.1,1,0,5.0
GOOGL,2026-01-13,11:50,call,D,skipped_d,0,140.0,0.065,0.065,0,1,17,0.854,1.74,1.1,1,0,5.0
GOOGL,2026-01-13,12:27,put,D,skipped_d,0,177.0,0.053,0.436,0,0,1,0.719,2.03,1.1,0,0,5.0
GOOGL,2026-01-13,13:06,call,D,skipped_d,0,216.0,0.109,0.109,0,1,18,0.844,1.85,1.1,1,0,5.0
GOOGL,2026-01-13,13:08,call,D,skipped_d,0,218.0,0.033,0.033,0,1,19,0.909,1.5,1.1,1,0,5.0
GOOGL,2026-01-13,13:26,call,D,skipped_d,0,236.0,0.044,0.044,0,1,20,0.807,2.47,1.1,1,0,5.0
GOOGL,2026-01-13,13:27,call,D,skipped_d,0,237.0,0.009,0.009,0,1,21,0.403,2.75,1.1,1,0,5.0
GOOGL,2026-01-13,13:30,call,D,skipped_d,0,240.0,0.018,0.018,0,1,22,0.893,1.46,1.1,1,0,5.0
GOOGL,2026-01-13,13:35,call,D,skipped_d,0,245.0,0.106,0.106,0,1,23,0.974,1.84,1.1,1,0,5.0
GOOGL,2026-01-13,15:17,call,D,skipped_d,0,347.0,0.006,0.006,0,0,24,0.228,1.96,1.1,1,0,5.0
GOOGL,2026-01-13,15:59,call,D,skipped_d,0,389.0,0.045,0.045,0,0,25,0.938,1.42,1.1,1,0,5.0
GOOGL,2026-07-06,09:43,put,B,fired,1,13.0,0.436,0.08,1,0,1,0.975,2.24,0.79,1,0,3.49
GOOGL,2026-07-06,09:44,put,D,skipped_d,1,14.0,0.153,0.153,0,0,2,0.912,1.86,0.79,1,0,2.37
GOOGL,2026-07-06,09:46,put,C,fired,1,16.0,0.234,0.234,1,0,3,0.221,1.57,0.79,1,0,5.0
GOOGL,2026-07-06,09:49,put,C,fired,1,19.0,0.644,0.127,0,0,4,0.872,1.51,0.79,1,0,2.05
GOOGL,2026-07-06,09:52,put,C,fired,0,22.0,0.194,0.194,0,0,5,0.68,0.94,0.79,1,0,5.0
GOOGL,2026-07-06,10:07,put,D,skipped_d,0,37.0,0.018,0.018,0,0,6,0.833,1.44,0.79,1,0,5.0
GOOGL,2026-07-06,10:08,put,D,skipped_d,0,38.0,0.011,0.011,0,0,7,0.038,1.63,0.79,1,0,5.0
GOOGL,2026-07-06,10:09,put,D,skipped_d,0,39.0,0.115,0.115,0,0,8,0.585,1.37,0.79,1,0,5.0
GOOGL,2026-07-06,10:11,put,D,skipped_d,0,41.0,0.072,0.072,0,0,9,0.304,1.51,0.79,1,0,5.0
GOOGL,2026-07-06,11:20,call,D,skipped_d,0,110.0,0.019,0.019,0,0,1,0.245,1.66,0.79,1,0,5.0
GOOGL,2026-07-06,11:21,call,D,skipped_d,0,111.0,0.011,0.011,0,0,2,0.19,1.69,0.79,1,0,5.0
GOOGL,2026-07-06,11:33,call,D,skipped_d,0,123.0,0.022,0.022,0,0,3,0.435,1.49,0.79,1,0,5.0
GOOGL,2026-07-06,11:34,call,D,skipped_d,0,124.0,0.041,0.041,0,0,4,0.232,1.35,0.79,1,0,3.9
GOOGL,2026-07-06,11:36,call,D,skipped_d,0,126.0,0.045,0.045,0,0,5,0.182,1.16,0.79,1,0,3.45
GOOGL,2026-07-06,11:39,call,D,skipped_d,0,129.0,0.036,0.036,0,0,6,0.054,1.29,0.79,1,0,4.65
GOOGL,2026-07-06,11:41,call,D,skipped_d,0,131.0,0.025,0.025,0,0,7,0.484,1.79,0.79,1,0,5.0
GOOGL,2026-07-06,11:50,call,D,skipped_d,0,140.0,0.004,0.004,0,0,8,0.2,0.99,0.79,1,0,5.0
