Datetime,Open,High,Low,Close,Adj Close,Volume
2026-03-18T04:00:00-04:00,140.3,140.79,140.13,140.6,140.6,3916
2026-03-18T04:01:00-04:00,140.76,140.76,140.61,140.75,140.75,2190
2026-03-18T04:02:00-04:00,140.8,140.99,140.75,140.88,140.88,1706
2026-03-18T04:03:00-04:00,140.79,140.8,140.75,140.8,140.8,852
2026-03-18T04:04:00-04:00,140.75,140.79,140.72,140.79,140.79,2858
2026-03-18T04:05:00-04:00,140.75,140.75,140.65,140.65,140.65,647
2026-03-18T04:06:00-04:00,140.79,141,140.79,141,141,21211
2026-03-18T04:07:00-04:00,140.84,140.84,140.77,140.77,140.77,1541
2026-03-18T04:08:00-04:00,140.66,140.67,140.6,140.63,140.63,5067
2026-03-18T04:09:00-04:00,140.59,140.59,140.59,140.59,140.59,234
2026-03-18T04:12:00-04:00,140.53,140.53,140.52,140.53,140.53,403
2026-03-18T04:13:00-04:00,140.55,140.55,140.55,140.55,140.55,418
2026-03-18T04:14:00-04:00,140.58,140.58,140.58,140.58,140.58,1070
2026-03-18T04:15:00-04:00,140.6,140.6,140.6,140.6,140.6,1036
2026-03-18T04:17:00-04:00,140.49,140.49,140.49,140.49,140.49,137
2026-03-18T04:18:00-04:00,140.52,140.52,140.5,140.5,140.5,725
2026-03-18T04:19:00-04:00,140.5,140.5,140.5,140.5,140.5,215
2026-03-18T04:20:00-04:00,140.5,140.5,140.45,140.5,140.5,2616
2026-03-18T04:21:00-04:00,140.45,140.45,140.43,140.43,140.43,2852
2026-03-18T04:22:00-04:00,140.26,140.33,140.26,140.33,140.33,1416
2026-03-18T04:25:00-04:00,140.38,140.38,140.38,140.38,140.38,296
2026-03-18T04:26:00-04:00,140.21,140.21,140.18,140.21,140.21,1162
2026-03-18T04:27:00-04:00,140.29,140.3,140.29,140.3,140.3,686
2026-03-18T04:28:00-04:00,140.29,140.29,140.29,140.29,140.29,620
2026-03-18T04:29:00-04:00,140.3,140.3,140.3,140.3,140.3,349
2026-03-18T04:30:00-04:00,140.2,140.2,140.2,140.2,140.2,484
2026-03-18T04:34:00-04:00,140.23,140.23,140.23,140.23,140.23,330
2026-03-18T04:35:00-04:00,140.27,140.33,140.27,140.33,140.33,790
2026-03-18T04:39:00-04:00,140.39,140.51,140.39,140.45,140.45,3853
2026-03-18T04:40:00-04:00,140.5,140.5,140.5,140.5,140.5,537
2026-03-18T04:41:00-04:00,140.52,140.52,140.52,140.52,140.52,603
2026-03-18T04:44:00-04:00,140.52,140.52,140.52,140.52,140.52,898
2026-03-18T04:45:00-04:00,140.45,140.59,140.45,140.49,140.49,11288
2026-03-18T04:47:00-04:00,140.6,140.6,140.6,140.6,140.6,714
2026-03-18T04:49:00-04:00,140.46,140.46,140.31,140.31,140.31,1128
2026-03-18T04:58:00-04:00,140.5,140.5,140.5,140.5,140.5,300
2026-03-18T04:59:00-04:00,140.41,140.41,140.41,140.41,140.41,166
2026-03-18T05:01:00-04:00,140.48,140.48,140.48,140.48,140.48,258
2026-03-18T05:02:00-04:00,140.54,140.54,140.54,140.54,140.54,100
2026-03-18T05:04:00-04:00,140.48,140.48,140.45,140.45,140.45,437
2026-03-18T05:06:00-04:00,140.42,140.42,140.41,140.41,140.41,611
2026-03-18T05:07:00-04:00,140.46,140.5,140.4,140.45,140.45,3577
2026-03-18T05:08:00-04:00,140.48,140.48,140.48,140.48,140.48,100
2026-03-18T05:09:00-04:00,140.48,140.48,140.48,140.48,140.48,172
2026-03-18T05:10:00-04:00,140.48,140.48,140.48,140.48,140.48,318
2026-03-18T05:11:00-04:00,140.47,140.47,140.47,140.47,140.47,152
2026-03-18T05:14:00-04:00,140.47,140.47,140.47,140.47,140.47,516
2026-03-18T05:15:00-04:00,140.49,140.5,140.49,140.5,140.5,679
2026-03-18T05:16:00-04:00,140.55,140.55,140.55,140.55,140.55,103
2026-03-18T05:17:00-04:00,140.55,140.55,140.49,140.49,140.49,3507
2026-03-18T05:18:00-04:00,140.5,140.5,140.5,140.5,140.5,1863
2026-03-18T05:19:00-04:00,140.5,140.5,140.5,140.5,140.5,881
2026-03-18T05:20:00-04:00,140.5,140.5,140.5,140.5,140.5,265
2026-03-18T05:22:00-04:00,140.57,140.57,140.5,140.51,140.51,1187
2026-03-18T05:23:00-04:00,140.55,140.55,140.55,140.55,140.55,161
2026-03-18T05:24:00-04:00,140.52,140.52,140.52,140.52,140.52,348
2026-03-18T05:25:00-04:00,140.53,140.53,140.53,140.53,140.53,312
2026-03-18T05:27:00-04:00,140.59,140.59,140.59,140.59,140.59,565
2026-03-18T05:29:00-04:00,140.62,140.63,140.6,140.6,140.6,1437
2026-03-18T05:30:00-04:00,140.6,140.6,140.6,140.6,140.6,1134
2026-03-18T05:31:00-04:00,140.6,140.6,140.6,140.6,140.6,1349
2026-03-18T05:35:00-04:00,140.84,140.85,140.84,140.85,140.85,756
2026-03-18T05:36:00-04:00,140.85,140.85,140.85,140.85,140.85,167
2026-03-18T05:37:00-04:00,140.94,141.15,140.94,141.06,141.06,7283
2026-03-18T05:38:00-04:00,141.18,141.18,141.06,141.12,141.12,2833
2026-03-18T05:39:00-04:00,141.14,141.5,141.14,141.5,141.5,13201
2026-03-18T05:40:00-04:00,141.49,141.59,141.49,141.59,141.59,5213
2026-03-18T05:41:00-04:00,141.6,141.8,141.6,141.8,141.8,3074
